OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,FBA_InTransit,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty,Sold_Units,Return_Units,Net_Units,Return_Overlay_Units,Ship_Units_150d,Lead_Time_Days,PO_Block_Reason,Eff_Days,Eff_Days_Inventory,Inv_Coverage_Days,Recent_ADS,Flat30_ADS,LY_Sold_Units,LY_Net_Units,LY_ADS,Seasonal_Month_ADS,ADS,Gross_PO_Qty,PO_Pipeline_Total,PO_Qty_Ordered,Pending_Cutting,Balance_to_Dispatch,Days_Left,SKU_Sheet_Status,SKU_Sheet_Closed,Lead_Time_From_Status_Sheet,PO_Confirmed_Raise_Pipeline,PO_Raised_Yesterday,PO_Raised_Today,PO_Last_Raised_Qty,PO_Raised_On_View_Date,PO_Last_Raised_Date,PO_Pipeline_Effective,PO_Qty,Stockout_Flag,Priority,Parent_SKU,Cutting_Ratio,Projected_Running_Days,Post_PO_Cover_Days_Capped,Suggest_Close_SKU,Bundle_Size,Cutting_Source,Cut_From_Siblings,PO_Cutting_Note,Oct-Dec 2024,Jan-Mar 2025,Apr-Jun 2025,Jul-Sep 2025,Oct-Dec 2025,Jan-Mar 2026,Apr-Jun 2026,Jul-Sep 2026
5055AKMUSTARD-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,23,999.0,NEW SKU,False,True,0,0,0,0,0,,23,0,,🔄 In Pipeline,5055AKMUSTARD,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5055AKMUSTARD-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,23,999.0,NEW SKU,False,True,0,0,0,0,0,,23,0,,🔄 In Pipeline,5055AKMUSTARD,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5055AKMUSTARD-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,0,28,999.0,NEW SKU,False,True,0,0,0,0,0,,28,0,,🔄 In Pipeline,5055AKMUSTARD,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5056AKPINK-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,17,999.0,NEW SKU,False,True,0,0,0,0,0,,17,0,,🔄 In Pipeline,5056AKPINK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5056AKPINK-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,17,999.0,NEW SKU,False,True,0,0,0,0,0,,17,0,,🔄 In Pipeline,5056AKPINK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5056AKPINK-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,18,999.0,NEW SKU,False,True,0,0,0,0,0,,18,0,,🔄 In Pipeline,5056AKPINK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5056AKPINK-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,17,999.0,NEW SKU,False,True,0,0,0,0,0,,17,0,,🔄 In Pipeline,5056AKPINK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5056AKPINK-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,18,999.0,NEW SKU,False,True,0,0,0,0,0,,18,0,,🔄 In Pipeline,5056AKPINK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-3XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-4XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-5XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
5057YKBLACK-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,40,0,999.0,NEW SKU,False,True,0,0,0,0,0,,40,0,,🔄 In Pipeline,5057YKBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6007SKDBLUE-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,0,37,999.0,High selling,False,True,0,0,0,0,0,,37,0,,🔄 In Pipeline,6007SKDBLUE,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
6007SKDBLUE-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,0,0,29,999.0,High selling,False,True,0,0,0,0,0,,29,0,,🔄 In Pipeline,6007SKDBLUE,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
6007SKDBLUE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,3,999.0,High selling,False,True,0,0,0,0,0,,3,0,,🔄 In Pipeline,6007SKDBLUE,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
6007SKDBLUE-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,11,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,0,0,27,999.0,High selling,False,True,0,0,0,0,0,,27,0,,🔄 In Pipeline,6007SKDBLUE,0.0,999.0,999.0,,,,,,0,0,0,0,0,11,2,0
6008SKDORANGE-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60,0,60,0,999.0,High selling,False,True,0,0,0,0,0,,60,0,,🔄 In Pipeline,6008SKDORANGE,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
6008SKDORANGE-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60,0,60,0,999.0,High selling,False,True,0,0,0,0,0,,60,0,,🔄 In Pipeline,6008SKDORANGE,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
6008SKDORANGE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,2,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,0,29,0,999.0,High selling,False,True,0,0,0,0,0,,29,0,,🔄 In Pipeline,6008SKDORANGE,0.0,999.0,999.0,,,,,,0,0,0,0,0,0,2,0
6008SKDORANGE-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60,0,60,0,999.0,High selling,False,True,0,0,0,0,0,,60,0,,🔄 In Pipeline,6008SKDORANGE,0.0,999.0,999.0,Low movement vs siblings — consider closing.,,,,,0,0,0,0,0,0,0,0
6021SKDPINK-3XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,0,55,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,1.0,1,28,1.0,0.033,0.0,0.0,0.0,0.0,1.0,0,141,0,140,1,0.0,New SKU,False,True,0,0,0,0,0,,141,0,OOS,🔄 In Pipeline,6021SKDPINK,0.0,141.0,141.0,,,,,,0,0,0,0,0,16,39,0
6021SKDPINK-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1.0,0,0,90,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,30.0,0,28,0.033,0.033,0.0,0.0,0.0,0.0,0.033,0,181,0,180,1,0.0,New SKU,False,True,0,0,0,0,0,,181,0,OOS,🔄 In Pipeline,6021SKDPINK,0.0,5484.8,5484.8,,,,,,0,0,0,0,0,38,52,0
6026SKDWINE-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,3,0,63,45,Projected cover exceeds entered lead time — no PO until cover is within lead days,3.0,3,28,1.0,0.067,0.0,0.0,0.0,0.0,1.0,0,190,0,190,0,0.0,New SKU,False,True,0,0,0,0,0,,190,0,OOS,🔄 In Pipeline,6026SKDWINE,0.0,190.0,190.0,Strong seller vs other sizes — keep in depth.,,,,,0,0,0,0,0,14,49,1
6028SKDMAROON-5XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,0.0,11,0,93,45,Only 1 size in parent SKU has demand — recommend altering this SKU to another size before raising PO,20.0,0,28,0.55,0.333,0.0,0.0,0.0,0.0,0.367,0,22,0,0,22,0.0,New SKU,False,True,0,0,0,0,0,,22,0,OOS,🔄 In Pipeline,6028SKDMAROON,0.0,59.9,59.9,,,,,,0,0,0,0,4,15,84,0
6029SKDTEAL-3XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-4XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-5XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50,0,50,0,999.0,New SKU,False,True,0,0,0,0,0,,50,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-XS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50,0,50,0,999.0,New SKU,False,True,0,0,0,0,0,,50,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6029SKDTEAL-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,45,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,80,0,999.0,New SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6029SKDTEAL,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-3XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,2,78,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-4XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,2,78,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-5XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,2,78,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-6XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,7,28,999.0,NEW SKU,False,True,0,0,0,0,0,,35,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-7XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,6,29,999.0,NEW SKU,False,True,0,0,0,0,0,,35,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-8XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,6,29,999.0,NEW SKU,False,True,0,0,0,0,0,,35,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,37,43,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,51,29,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50,0,21,29,999.0,NEW SKU,False,True,0,0,0,0,0,,50,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,24,56,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
6030SKDOFFWHITE-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,80,0,2,78,999.0,NEW SKU,False,True,0,0,0,0,0,,80,0,,🔄 In Pipeline,6030SKDOFFWHITE,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",,,,,0,0,0,0,0,0,0,0
7008YKBLSBLUE-3XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0.0,14,0,55,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,0.0,0,28,0.0,0.0,0.0,0.0,0.043,0.043,0.043,0,161,0,49,112,0.0,High selling,False,True,0,0,0,0,0,,161,0,OOS,🔄 In Pipeline,7008YKBLSBLUE,0.0,3744.2,3744.2,,XXL-3XL,,,,0,0,3,4,26,46,13,4
7008YKBLSBLUE-4XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,0.0,7,0,8,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,20,2,999.0,High selling,False,True,0,0,0,0,0,,22,0,,🔄 In Pipeline,7008YKBLSBLUE,0.0,999.0,999.0,,4XL-5XL,,,,0,0,0,0,0,0,7,0
7008YKBLSBLUE-5XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0.0,6,0,7,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,20,2,999.0,High selling,False,True,0,0,0,0,0,,22,0,,🔄 In Pipeline,7008YKBLSBLUE,0.0,999.0,999.0,,4XL-5XL,,,,0,0,0,0,0,0,1,0
7008YKBLSBLUE-XXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0.0,14,0,55,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,0.0,0,28,0.0,0.0,0.0,0.0,0.043,0.043,0.043,0,161,0,49,112,0.0,High selling,False,True,0,0,0,0,0,,161,0,OOS,🔄 In Pipeline,7008YKBLSBLUE,0.0,3744.2,3744.2,,XXL-3XL,,,,0,0,3,4,26,46,13,4
7012YKBLSGREY-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,0,5,40,SKU marked closed on status sheet,30.0,0,28,0.033,0.0,0.0,0.0,0.141,0.141,0.141,0,2,0,0,2,0.0,CLOSED SKU,True,True,0,0,0,0,0,,2,0,OOS,🔄 In Pipeline,7012YKBLSGREY,0.0,14.2,14.2,Closed on sheet — run down stock (no new PO).,L-XL,,,,0,0,8,13,5,2,3,0
7012YKBLSGREY-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,5,40,SKU marked closed on status sheet,0.0,0,28,0.0,0.0,0.0,0.0,0.141,0.141,0.141,0,2,0,0,2,0.0,CLOSED SKU,True,True,0,0,0,0,0,,2,0,OOS,🔄 In Pipeline,7012YKBLSGREY,0.0,14.2,14.2,Closed on sheet — run down stock (no new PO).,L-XL,,,,0,0,8,13,5,2,3,0
7015YKBLSBLACK-4XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,20,999.0,Medium Selling,False,True,0,0,0,0,0,,20,0,,🔄 In Pipeline,7015YKBLSBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",4XL-5XL,,,,0,0,0,0,0,0,0,0
7015YKBLSBLACK-5XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,0,20,999.0,Medium Selling,False,True,0,0,0,0,0,,20,0,,🔄 In Pipeline,7015YKBLSBLACK,0.0,999.0,999.0,"High stock cover, no recent sales — review listing.",4XL-5XL,,,,0,0,0,0,0,0,0,0
7015YKBLSBLACK-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1,0,41,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,30.0,0,28,0.033,0.0,0.0,0.0,0.261,0.261,0.261,0,75,0,0,75,0.0,Medium Selling,False,True,0,0,0,0,0,,75,0,OOS,🔄 In Pipeline,7015YKBLSBLACK,0.0,287.4,287.4,,L-XL,,,,0,0,19,24,19,44,8,0
7015YKBLSBLACK-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,41,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,0.0,0,28,0.0,0.0,0.0,0.0,0.261,0.261,0.261,0,75,0,0,75,0.0,Medium Selling,False,True,0,0,0,0,0,,75,0,OOS,🔄 In Pipeline,7015YKBLSBLACK,0.0,287.4,287.4,,L-XL,,,,0,0,19,24,19,44,8,0
7030YKBLS-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,6,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.163,0.163,0.163,30,7,0,0,7,0.0,Medium Selling,False,True,0,0,0,0,0,,7,30,OOS,🔴 URGENT,7030YKBLS,0.5,42.9,227.0,Strong seller vs other sizes — keep in depth.,L-XL,,,,3,2,1,15,3,2,4,0
7030YKBLS-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,6,40,,0.0,0,28,0.0,0.0,0.0,0.0,0.163,0.163,0.163,30,7,0,0,7,0.0,Medium Selling,False,True,0,0,0,0,0,,7,30,OOS,🔴 URGENT,7030YKBLS,0.5,42.9,227.0,Strong seller vs other sizes — keep in depth.,L-XL,,,,3,2,1,15,3,2,4,0
7031YKBLS-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0.0,4,0,56,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,30.0,0,28,0.133,0.0,0.0,0.0,0.033,0.033,0.083,0,126,0,125,1,0.0,Medium Selling,False,True,0,0,0,0,0,,126,0,OOS,🔄 In Pipeline,7031YKBLS,0.0,1518.1,1518.1,,L-XL,,,,1,1,9,3,12,55,8,0
7031YKBLS-XL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,3,0,55,40,Projected cover exceeds entered lead time — no PO until cover is within lead days,30.0,0,28,0.1,0.0,0.0,0.0,0.033,0.033,0.066,0,126,0,125,1,0.0,Medium Selling,False,True,0,0,0,0,0,,126,0,OOS,🔄 In Pipeline,7031YKBLS,0.0,1909.1,1909.1,,L-XL,,,,1,1,9,3,12,55,8,0
