OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty
1641YKMULTI-L,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1641YKMULTI-M,3.0,2.0,2.0,0.0,0.0,4.0,7.0,2,0
1641YKMULTI-S,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
1641YKMULTI-XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1641YKMULTI-XXL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1642YKBLACK-L,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0,0
1642YKBLACK-M,7.0,4.0,0.0,0.0,0.0,0.0,7.0,0,0
1642YKBLACK-S,6.0,4.0,1.0,0.0,0.0,1.0,7.0,0,0
1642YKBLACK-XL,7.0,4.0,1.0,0.0,0.0,1.0,8.0,0,0
1642YKBLACK-XXL,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1643YKBLUE-L,17.0,4.0,1.0,0.0,0.0,1.0,18.0,0,0
1643YKBLUE-M,14.0,4.0,1.0,0.0,0.0,1.0,15.0,0,0
1643YKBLUE-S,19.0,4.0,1.0,0.0,0.0,1.0,20.0,0,0
1643YKBLUE-XL,17.0,4.0,1.0,0.0,0.0,1.0,18.0,0,0
1643YKBLUE-XXL,11.0,5.0,1.0,0.0,0.0,1.0,12.0,0,0
1644YKMULTI-L,14.0,5.0,2.0,0.0,0.0,4.0,18.0,2,0
1644YKMULTI-M,11.0,4.0,0.0,0.0,0.0,0.0,11.0,0,0
1644YKMULTI-S,21.0,4.0,1.0,0.0,0.0,1.0,22.0,0,0
1644YKMULTI-XL,12.0,5.0,1.0,0.0,0.0,1.0,13.0,0,0
1644YKMULTI-XXL,20.0,4.0,0.0,0.0,0.0,0.0,20.0,0,0
1645YKBLACK-L,18.0,5.0,1.0,0.0,0.0,1.0,19.0,0,0
1645YKBLACK-M,21.0,4.0,1.0,0.0,0.0,1.0,22.0,0,0
1645YKBLACK-S,15.0,4.0,1.0,0.0,0.0,1.0,16.0,0,0
1645YKBLACK-XL,14.0,4.0,0.0,0.0,0.0,0.0,14.0,0,0
1645YKBLACK-XXL,10.0,3.0,0.0,0.0,0.0,0.0,10.0,0,0
1646YKWHITE-L,20.0,4.0,2.0,0.0,0.0,2.0,22.0,0,0
1646YKWHITE-M,19.0,5.0,1.0,0.0,0.0,1.0,20.0,0,0
1646YKWHITE-S,6.0,5.0,1.0,0.0,0.0,1.0,7.0,0,0
1646YKWHITE-XL,17.0,6.0,0.0,0.0,0.0,0.0,17.0,0,0
1646YKWHITE-XXL,22.0,4.0,1.0,0.0,0.0,1.0,23.0,0,0
1647YKMULTI-L,18.0,5.0,1.0,0.0,0.0,1.0,19.0,0,0
1647YKMULTI-M,14.0,5.0,2.0,0.0,0.0,2.0,16.0,0,0
1647YKMULTI-S,18.0,3.0,1.0,0.0,0.0,1.0,19.0,0,0
1647YKMULTI-XL,14.0,5.0,1.0,0.0,0.0,1.0,15.0,0,0
1647YKMULTI-XXL,9.0,2.0,0.0,0.0,0.0,0.0,9.0,0,0
1648YKMULTI-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1648YKMULTI-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1648YKMULTI-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1648YKMULTI-XXL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1649YKMULTI-L,5.0,4.0,1.0,0.0,0.0,1.0,6.0,0,0
1649YKMULTI-M,7.0,4.0,1.0,0.0,0.0,1.0,8.0,0,0
1649YKMULTI-S,7.0,5.0,1.0,0.0,0.0,1.0,8.0,0,0
1649YKMULTI-XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1649YKMULTI-XXL,9.0,4.0,1.0,0.0,0.0,1.0,10.0,0,0
1650YKMULTI-L,22.0,3.0,0.0,0.0,0.0,0.0,22.0,0,0
1650YKMULTI-M,17.0,4.0,0.0,0.0,0.0,0.0,17.0,0,0
1650YKMULTI-S,9.0,4.0,0.0,0.0,0.0,0.0,9.0,0,0
1650YKMULTI-XL,11.0,4.0,1.0,0.0,0.0,1.0,12.0,0,0
1650YKMULTI-XXL,8.0,4.0,0.0,0.0,0.0,0.0,8.0,0,0
1651YKMULTI-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1651YKMULTI-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1651YKMULTI-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1651YKMULTI-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1652YKMULTI-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1652YKMULTI-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1652YKMULTI-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1652YKMULTI-XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1652YKMULTI-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1653YKBLACK-L,44.0,3.0,1.0,0.0,0.0,1.0,45.0,0,0
1653YKBLACK-M,42.0,4.0,1.0,0.0,0.0,1.0,43.0,0,0
1653YKBLACK-S,73.0,4.0,1.0,0.0,0.0,1.0,74.0,0,0
1653YKBLACK-XL,46.0,4.0,2.0,0.0,0.0,2.0,48.0,0,0
1653YKBLACK-XXL,45.0,4.0,0.0,0.0,0.0,0.0,45.0,0,0
1654YKBLACK-L,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0,0
1654YKBLACK-M,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0,0
1654YKBLACK-S,6.0,4.0,1.0,0.0,0.0,1.0,7.0,0,0
1654YKBLACK-XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1654YKBLACK-XXL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1655YKMULTI-L,5.0,3.0,1.0,0.0,0.0,1.0,6.0,0,0
1655YKMULTI-M,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
1655YKMULTI-S,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
1655YKMULTI-XL,2.0,1.0,2.0,0.0,0.0,4.0,6.0,2,0
1655YKMULTI-XXL,3.0,3.0,1.0,0.0,0.0,1.0,4.0,0,0
1656YKBLUE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1656YKBLUE-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1657YKMULTI-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1657YKMULTI-L,48.0,4.0,2.0,0.0,0.0,2.0,50.0,0,0
1657YKMULTI-M,46.0,5.0,4.0,0.0,0.0,4.0,50.0,0,0
1657YKMULTI-S,53.0,4.0,2.0,0.0,0.0,2.0,55.0,0,0
1657YKMULTI-XL,51.0,4.0,1.0,0.0,0.0,1.0,52.0,0,0
1657YKMULTI-XXL,48.0,4.0,3.0,0.0,0.0,3.0,51.0,0,0
1658YKMULTI-L,48.0,5.0,2.0,0.0,0.0,2.0,50.0,0,0
1658YKMULTI-M,28.0,5.0,5.0,0.0,0.0,5.0,33.0,0,0
1658YKMULTI-S,49.0,4.0,1.0,0.0,0.0,1.0,50.0,0,0
1658YKMULTI-XL,59.0,9.0,4.0,0.0,0.0,4.0,63.0,0,0
1658YKMULTI-XXL,45.0,4.0,1.0,0.0,0.0,1.0,46.0,0,0
1659YKMULTI-L,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1659YKMULTI-M,6.0,3.0,1.0,0.0,0.0,1.0,7.0,0,0
1659YKMULTI-S,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0,0
1659YKMULTI-XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1659YKMULTI-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
165YK251MUSTRAD-3XL,111.0,10.0,14.0,0.0,25.0,77.0,188.0,30,8
165YK251MUSTRAD-4XL,84.0,9.0,17.0,4.0,0.0,21.0,105.0,0,0
165YK251MUSTRAD-5XL,38.0,9.0,24.0,1.0,0.0,27.0,65.0,0,2
165YK251MUSTRAD-6XL,70.0,4.0,2.0,1.0,5.0,13.0,83.0,5,0
165YK251MUSTRAD-7XL,29.0,2.0,6.0,3.0,5.0,19.0,48.0,5,0
165YK251MUSTRAD-8XL,34.0,2.0,3.0,6.0,5.0,19.0,53.0,5,0
165YK251MUSTRAD-L,114.0,5.0,31.0,0.0,16.0,71.0,185.0,22,2
165YK251MUSTRAD-M,11.0,7.0,19.0,3.0,5.0,38.0,49.0,3,8
165YK251MUSTRAD-S,63.0,6.0,17.0,1.0,10.0,47.0,110.0,15,4
165YK251MUSTRAD-XL,65.0,7.0,9.0,0.0,23.0,67.0,132.0,30,5
165YK251MUSTRAD-XS,120.0,4.0,10.0,4.0,5.0,22.0,142.0,2,1
165YK251MUSTRAD-XXL,1.0,1.0,23.0,38.0,11.0,92.0,93.0,20,0
1660YKMULTI-L,21.0,4.0,1.0,0.0,0.0,1.0,22.0,0,0
1660YKMULTI-M,18.0,5.0,1.0,0.0,0.0,1.0,19.0,0,0
1660YKMULTI-S,20.0,5.0,2.0,0.0,0.0,2.0,22.0,0,0
1660YKMULTI-XL,15.0,4.0,0.0,0.0,0.0,0.0,15.0,0,0
1660YKMULTI-XXL,21.0,4.0,1.0,0.0,0.0,1.0,22.0,0,0
1661YKMULTI-L,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0,0
1661YKMULTI-M,10.0,3.0,0.0,0.0,0.0,0.0,10.0,0,0
1661YKMULTI-S,19.0,5.0,0.0,0.0,0.0,0.0,19.0,0,0
1661YKMULTI-XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1661YKMULTI-XXL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1662YKBLACK-3XL,1.0,2.0,2.0,0.0,0.0,2.0,3.0,0,0
1662YKBLACK-4XL,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0,0
1662YKBLACK-5XL,1.0,0.0,1.0,0.0,0.0,3.0,4.0,2,0
1662YKBLACK-6XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1662YKBLACK-7XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1662YKBLACK-8XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1662YKBLACK-L,6.0,3.0,4.0,0.0,0.0,4.0,10.0,0,0
1662YKBLACK-M,35.0,5.0,2.0,1.0,0.0,3.0,38.0,0,0
1662YKBLACK-S,15.0,5.0,2.0,1.0,0.0,3.0,18.0,0,0
1662YKBLACK-XL,3.0,3.0,1.0,1.0,0.0,2.0,5.0,0,0
1662YKBLACK-XS,9.0,4.0,0.0,0.0,0.0,0.0,9.0,0,0
1662YKBLACK-XXL,2.0,1.0,1.0,0.0,0.0,3.0,5.0,2,0
1663YKMAROON-L,54.0,4.0,1.0,0.0,0.0,1.0,55.0,0,0
1663YKMAROON-M,50.0,5.0,1.0,0.0,0.0,1.0,51.0,0,0
1663YKMAROON-S,49.0,4.0,1.0,0.0,0.0,1.0,50.0,0,0
1663YKMAROON-XL,56.0,4.0,1.0,0.0,0.0,1.0,57.0,0,0
1663YKMAROON-XXL,49.0,4.0,2.0,0.0,0.0,2.0,51.0,0,0
1664YKPINK-L,14.0,4.0,1.0,0.0,0.0,1.0,15.0,0,0
1664YKPINK-M,16.0,4.0,1.0,0.0,0.0,1.0,17.0,0,0
1664YKPINK-S,21.0,4.0,0.0,0.0,0.0,0.0,21.0,0,0
1664YKPINK-XL,26.0,4.0,1.0,0.0,0.0,1.0,27.0,0,0
1664YKPINK-XXL,17.0,5.0,0.0,0.0,0.0,0.0,17.0,0,0
1665YKMULTI-L,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0,0
1665YKMULTI-M,13.0,4.0,0.0,0.0,0.0,0.0,13.0,0,0
1665YKMULTI-S,18.0,4.0,1.0,0.0,0.0,1.0,19.0,0,0
1665YKMULTI-XL,27.0,4.0,1.0,0.0,0.0,1.0,28.0,0,0
1665YKMULTI-XXL,21.0,4.0,1.0,0.0,0.0,1.0,22.0,0,0
1666YKMULTI-L,65.0,4.0,1.0,0.0,0.0,1.0,66.0,0,0
1666YKMULTI-M,70.0,8.0,1.0,0.0,0.0,1.0,71.0,0,0
1666YKMULTI-S,76.0,5.0,1.0,0.0,0.0,1.0,77.0,0,0
1666YKMULTI-XL,66.0,5.0,2.0,0.0,0.0,2.0,68.0,0,0
1666YKMULTI-XXL,64.0,6.0,0.0,0.0,0.0,0.0,64.0,0,0
1667YKMULTI-L,50.0,4.0,2.0,0.0,0.0,2.0,52.0,0,0
1667YKMULTI-M,54.0,4.0,2.0,0.0,0.0,2.0,56.0,0,0
1667YKMULTI-S,52.0,4.0,1.0,0.0,0.0,1.0,53.0,0,0
1667YKMULTI-XL,52.0,4.0,1.0,0.0,0.0,1.0,53.0,0,0
1667YKMULTI-XXL,49.0,4.0,1.0,0.0,0.0,1.0,50.0,0,0
1669YKMULTI-L,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0
1669YKMULTI-M,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1669YKMULTI-S,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1669YKMULTI-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
166YK251BLUE-3XL,20.0,9.0,17.0,0.0,5.0,27.0,47.0,5,0
166YK251BLUE-4XL,14.0,5.0,12.0,0.0,5.0,22.0,36.0,5,0
166YK251BLUE-5XL,98.0,8.0,17.0,0.0,0.0,17.0,115.0,0,0
166YK251BLUE-L,86.0,6.0,10.0,0.0,5.0,20.0,106.0,5,0
166YK251BLUE-M,73.0,9.0,14.0,0.0,4.0,23.0,96.0,5,0
166YK251BLUE-S,154.0,5.0,2.0,1.0,0.0,13.0,167.0,0,10
166YK251BLUE-XL,91.0,8.0,24.0,0.0,0.0,66.0,157.0,0,42
166YK251BLUE-XS,41.0,6.0,4.0,0.0,0.0,11.0,52.0,0,7
166YK251BLUE-XXL,70.0,10.0,19.0,0.0,0.0,19.0,89.0,0,0
1670YKMULTI-L,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1670YKMULTI-M,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
1670YKMULTI-S,6.0,3.0,0.0,0.0,0.0,0.0,6.0,0,0
1670YKMULTI-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1670YKMULTI-XS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1670YKMULTI-XXL,9.0,3.0,0.0,0.0,0.0,0.0,9.0,0,0
1671YKMULTI-L,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
1671YKMULTI-M,6.0,4.0,0.0,0.0,0.0,0.0,6.0,0,0
1671YKMULTI-S,7.0,5.0,0.0,0.0,0.0,0.0,7.0,0,0
1672YKBLACK-L,39.0,2.0,0.0,0.0,0.0,0.0,39.0,0,0
1672YKBLACK-M,38.0,2.0,0.0,0.0,0.0,0.0,38.0,0,0
1672YKBLACK-S,27.0,2.0,0.0,0.0,0.0,0.0,27.0,0,0
1672YKBLACK-XL,36.0,2.0,0.0,0.0,0.0,0.0,36.0,0,0
1672YKBLACK-XXL,37.0,2.0,0.0,0.0,0.0,0.0,37.0,0,0
1673YKMAROON-L,14.0,5.0,0.0,0.0,0.0,0.0,14.0,0,0
1673YKMAROON-M,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0
1673YKMAROON-S,9.0,3.0,0.0,0.0,0.0,0.0,9.0,0,0
1673YKMAROON-XL,15.0,4.0,0.0,0.0,0.0,0.0,15.0,0,0
1673YKMAROON-XXL,15.0,4.0,0.0,0.0,0.0,0.0,15.0,0,0
1674YKMULTI-L,14.0,3.0,0.0,0.0,0.0,0.0,14.0,0,0
1674YKMULTI-M,25.0,4.0,0.0,0.0,0.0,0.0,25.0,0,0
1674YKMULTI-S,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0,0
1674YKMULTI-XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
1674YKMULTI-XXL,9.0,3.0,2.0,0.0,0.0,2.0,11.0,0,0
1675YKBLUE-3XL,10.0,7.0,7.0,0.0,0.0,7.0,17.0,0,0
1675YKBLUE-4XL,11.0,3.0,4.0,0.0,0.0,4.0,15.0,0,0
1675YKBLUE-5XL,7.0,4.0,1.0,0.0,0.0,3.0,10.0,2,0
1675YKBLUE-6XL,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0
1675YKBLUE-7XL,9.0,2.0,0.0,0.0,0.0,0.0,9.0,0,0
1675YKBLUE-8XL,17.0,3.0,4.0,0.0,0.0,4.0,21.0,0,0
1675YKBLUE-L,9.0,4.0,9.0,0.0,0.0,13.0,22.0,4,0
1675YKBLUE-M,23.0,4.0,2.0,0.0,0.0,2.0,25.0,0,0
1675YKBLUE-S,13.0,4.0,2.0,0.0,0.0,4.0,17.0,2,0
1675YKBLUE-XL,9.0,6.0,9.0,0.0,0.0,13.0,22.0,4,0
1675YKBLUE-XS,10.0,2.0,0.0,0.0,0.0,0.0,10.0,0,0
1675YKBLUE-XXL,5.0,3.0,3.0,0.0,0.0,3.0,8.0,0,0
1676YKRED-3XL,57.0,4.0,7.0,0.0,0.0,7.0,64.0,0,0
1676YKRED-4XL,23.0,5.0,5.0,0.0,0.0,5.0,28.0,0,0
1676YKRED-5XL,15.0,5.0,5.0,1.0,0.0,6.0,21.0,0,0
1676YKRED-6XL,12.0,5.0,1.0,1.0,0.0,2.0,14.0,0,0
1676YKRED-7XL,19.0,4.0,5.0,1.0,0.0,6.0,25.0,0,0
1676YKRED-8XL,17.0,5.0,7.0,1.0,0.0,8.0,25.0,0,0
1676YKRED-L,35.0,5.0,14.0,0.0,0.0,14.0,49.0,0,0
1676YKRED-M,68.0,6.0,9.0,0.0,0.0,9.0,77.0,0,0
1676YKRED-S,41.0,5.0,3.0,2.0,0.0,5.0,46.0,0,0
1676YKRED-XL,16.0,6.0,13.0,0.0,0.0,13.0,29.0,0,0
1676YKRED-XXL,30.0,6.0,17.0,1.0,0.0,18.0,48.0,0,0
1677YKORANGE-L,8.0,5.0,0.0,0.0,0.0,0.0,8.0,0,0
1677YKORANGE-M,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1677YKORANGE-S,13.0,5.0,0.0,0.0,0.0,0.0,13.0,0,0
1677YKORANGE-XL,1.0,1.0,2.0,0.0,0.0,4.0,5.0,2,0
1677YKORANGE-XXL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
1678YKWINE-F,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0
1679YKGREEN-F,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0
167YK251BLACK-3XL,97.0,5.0,6.0,0.0,4.0,32.0,129.0,7,15
167YK251BLACK-4XL,16.0,4.0,11.0,0.0,3.0,19.0,35.0,5,0
167YK251BLACK-5XL,140.0,6.0,11.0,0.0,0.0,13.0,153.0,2,0
167YK251BLACK-6XL,65.0,4.0,3.0,2.0,0.0,5.0,70.0,0,0
167YK251BLACK-7XL,40.0,5.0,3.0,2.0,0.0,5.0,45.0,0,0
167YK251BLACK-8XL,23.0,5.0,4.0,4.0,0.0,8.0,31.0,0,0
167YK251BLACK-L,324.0,6.0,13.0,0.0,8.0,31.0,355.0,10,0
167YK251BLACK-M,243.0,4.0,22.0,1.0,7.0,33.0,276.0,0,3
167YK251BLACK-S,62.0,8.0,15.0,0.0,10.0,37.0,99.0,12,0
167YK251BLACK-XL,300.0,9.0,18.0,0.0,11.0,29.0,329.0,0,0
167YK251BLACK-XS,82.0,4.0,4.0,3.0,4.0,16.0,98.0,5,0
167YK251BLACK-XXL,143.0,8.0,27.0,14.0,6.0,54.0,197.0,7,0
1680YKBLUE-F,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0
1681YKBLACK-F,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0
1682YKMULTI-L,11.0,2.0,15.0,0.0,0.0,15.0,26.0,0,0
1682YKMULTI-M,3.0,3.0,5.0,0.0,0.0,7.0,10.0,2,0
1682YKMULTI-S,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1682YKMULTI-XL,3.0,3.0,6.0,0.0,0.0,6.0,9.0,0,0
1683YKBLUE-3XL,6.0,3.0,13.0,0.0,0.0,31.0,37.0,16,2
1683YKBLUE-4XL,14.0,11.0,4.0,0.0,0.0,25.0,39.0,8,13
1683YKBLUE-5XL,83.0,8.0,21.0,0.0,0.0,48.0,131.0,24,3
1683YKBLUE-6XL,9.0,7.0,0.0,0.0,0.0,0.0,9.0,0,0
1683YKBLUE-7XL,10.0,9.0,0.0,0.0,0.0,1.0,11.0,0,1
1683YKBLUE-8XL,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0,0
1683YKBLUE-L,16.0,5.0,18.0,0.0,0.0,42.0,58.0,20,4
1683YKBLUE-M,13.0,4.0,5.0,0.0,0.0,5.0,18.0,0,0
1683YKBLUE-S,38.0,3.0,6.0,1.0,0.0,7.0,45.0,0,0
1683YKBLUE-XL,46.0,10.0,15.0,3.0,0.0,18.0,64.0,0,0
1683YKBLUE-XXL,12.0,8.0,15.0,1.0,0.0,28.0,40.0,10,2
1684YKMULTI-L,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0
1684YKMULTI-M,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0
1684YKMULTI-S,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0
1685YKPURPLE-3XL,14.0,4.0,2.0,1.0,0.0,3.0,17.0,0,0
1685YKPURPLE-4XL,18.0,4.0,7.0,1.0,0.0,8.0,26.0,0,0
1685YKPURPLE-5XL,13.0,3.0,1.0,0.0,0.0,1.0,14.0,0,0
1685YKPURPLE-L,19.0,6.0,3.0,0.0,0.0,3.0,22.0,0,0
1685YKPURPLE-M,58.0,5.0,3.0,0.0,0.0,3.0,61.0,0,0
1685YKPURPLE-S,39.0,5.0,0.0,0.0,0.0,0.0,39.0,0,0
1685YKPURPLE-XL,32.0,2.0,9.0,2.0,0.0,11.0,43.0,0,0
1685YKPURPLE-XXL,25.0,4.0,1.0,0.0,0.0,3.0,28.0,2,0
1686YKWHITE-L,13.0,2.0,0.0,0.0,0.0,0.0,13.0,0,0
1686YKWHITE-M,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0
1686YKWHITE-S,11.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0
1686YKWHITE-XL,8.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0
1687YKPINK-3XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1687YKPINK-4XL,4.0,4.0,2.0,0.0,0.0,2.0,6.0,0,0
1687YKPINK-L,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1687YKPINK-M,10.0,6.0,3.0,0.0,0.0,3.0,13.0,0,0
1687YKPINK-S,26.0,7.0,3.0,0.0,0.0,3.0,29.0,0,0
1687YKPINK-XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
1687YKPINK-XXL,3.0,3.0,1.0,0.0,0.0,1.0,4.0,0,0
1688YKMUSTARD-3XL,27.0,7.0,6.0,0.0,0.0,6.0,33.0,0,0
1688YKMUSTARD-4XL,13.0,6.0,4.0,0.0,0.0,4.0,17.0,0,0
1688YKMUSTARD-5XL,16.0,8.0,6.0,0.0,0.0,8.0,24.0,2,0
1688YKMUSTARD-L,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
1688YKMUSTARD-M,18.0,8.0,4.0,0.0,0.0,4.0,22.0,0,0
1688YKMUSTARD-S,25.0,7.0,3.0,0.0,0.0,3.0,28.0,0,0
1688YKMUSTARD-XL,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0,0
1688YKMUSTARD-XXL,34.0,6.0,3.0,0.0,0.0,3.0,37.0,0,0
1689YKPINK-L,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
168YK148BGDY-S,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
1691YKBLUE-3XL,45.0,6.0,4.0,0.0,0.0,4.0,49.0,0,0
1691YKBLUE-4XL,56.0,6.0,2.0,0.0,0.0,2.0,58.0,0,0
1691YKBLUE-5XL,53.0,5.0,1.0,0.0,0.0,1.0,54.0,0,0
1691YKBLUE-6XL,30.0,6.0,1.0,0.0,0.0,1.0,31.0,0,0
1691YKBLUE-7XL,28.0,5.0,3.0,0.0,0.0,3.0,31.0,0,0
1691YKBLUE-8XL,29.0,4.0,1.0,0.0,0.0,1.0,30.0,0,0
1691YKBLUE-L,54.0,4.0,1.0,0.0,0.0,1.0,55.0,0,0
1691YKBLUE-M,56.0,4.0,1.0,0.0,0.0,1.0,57.0,0,0
1691YKBLUE-S,26.0,5.0,1.0,0.0,0.0,1.0,27.0,0,0
1691YKBLUE-XL,52.0,6.0,2.0,0.0,0.0,2.0,54.0,0,0
1691YKBLUE-XXL,51.0,4.0,1.0,0.0,0.0,1.0,52.0,0,0
1692YKMAROON-3XL,57.0,7.0,6.0,0.0,0.0,8.0,65.0,2,0
1692YKMAROON-4XL,58.0,4.0,2.0,0.0,0.0,2.0,60.0,0,0
1692YKMAROON-5XL,51.0,9.0,2.0,0.0,0.0,2.0,53.0,0,0
1692YKMAROON-6XL,24.0,5.0,1.0,0.0,0.0,1.0,25.0,0,0
1692YKMAROON-7XL,22.0,5.0,2.0,0.0,0.0,2.0,24.0,0,0
1692YKMAROON-8XL,16.0,4.0,5.0,0.0,0.0,5.0,21.0,0,0
1692YKMAROON-L,59.0,5.0,4.0,0.0,0.0,4.0,63.0,0,0
1692YKMAROON-M,75.0,4.0,2.0,0.0,0.0,2.0,77.0,0,0
1692YKMAROON-S,24.0,5.0,1.0,0.0,0.0,1.0,25.0,0,0
1692YKMAROON-XL,59.0,5.0,4.0,0.0,0.0,4.0,63.0,0,0
1692YKMAROON-XXL,53.0,5.0,3.0,0.0,0.0,3.0,56.0,0,0
1693YKMAROON-3XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
1693YKMAROON-4XL,0.0,0.0,3.0,0.0,0.0,7.0,7.0,4,0
1693YKMAROON-L,1.0,0.0,1.0,0.0,0.0,3.0,4.0,2,0
1693YKMAROON-M,2.0,0.0,2.0,0.0,0.0,4.0,6.0,2,0
1693YKMAROON-S,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
1693YKMAROON-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1693YKMAROON-XS,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1693YKMAROON-XXL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
1694YKMAROON-L,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,0
1694YKMAROON-M,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0,0
1694YKMAROON-S,2.0,0.0,2.0,0.0,0.0,2.0,4.0,0,0
1694YKMAROON-XXL,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0,0
1695YKMAROON-3XL,1.0,0.0,11.0,1.0,0.0,18.0,19.0,6,0
1695YKMAROON-4XL,2.0,1.0,1.0,0.0,0.0,5.0,7.0,4,0
1695YKMAROON-5XL,0.0,0.0,1.0,0.0,0.0,5.0,5.0,4,0
1695YKMAROON-6XL,7.0,2.0,5.0,0.0,0.0,5.0,12.0,0,0
