OMS_SKU,OMS_Inventory,Buffer_Stock,Amazon_Inventory,Myntra_Other_Inventory,Flipkart_Inventory,Marketplace_Total,Total_Inventory,Manual_InTransit,Not_In_Inventory_Qty
6007SKDBLUE-L,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0
6007SKDBLUE-M,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0,0
6007SKDBLUE-S,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0
6007SKDBLUE-XL,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0
6007SKDBLUE-XXL,14.0,4.0,25.0,0.0,0.0,58.0,72.0,20,13
6008SKDORANGE-3XL,8.0,3.0,6.0,0.0,0.0,6.0,14.0,0,0
6008SKDORANGE-4XL,1.0,1.0,4.0,0.0,0.0,8.0,9.0,4,0
6008SKDORANGE-XXL,7.0,4.0,4.0,0.0,0.0,4.0,11.0,0,0
6009SKDINDIGO-3XL,23.0,4.0,3.0,0.0,0.0,3.0,26.0,0,0
6009SKDINDIGO-4XL,9.0,2.0,3.0,0.0,0.0,3.0,12.0,0,0
6009SKDINDIGO-5XL,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0
6009SKDINDIGO-L,31.0,2.0,6.0,0.0,0.0,6.0,37.0,0,0
6009SKDINDIGO-M,43.0,3.0,6.0,0.0,0.0,6.0,49.0,0,0
6009SKDINDIGO-S,17.0,2.0,4.0,0.0,0.0,4.0,21.0,0,0
6009SKDINDIGO-XL,14.0,3.0,4.0,0.0,0.0,4.0,18.0,0,0
6009SKDINDIGO-XXL,13.0,3.0,3.0,0.0,0.0,3.0,16.0,0,0
6012SKDMAROON-3XL,8.0,5.0,26.0,0.0,0.0,34.0,42.0,8,0
6012SKDMAROON-4XL,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0,0
6012SKDMAROON-5XL,16.0,9.0,25.0,1.0,0.0,26.0,42.0,0,0
6012SKDMAROON-6XL,4.0,3.0,5.0,0.0,0.0,7.0,11.0,2,0
6012SKDMAROON-7XL,24.0,4.0,2.0,0.0,0.0,2.0,26.0,0,0
6012SKDMAROON-8XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
6012SKDMAROON-L,24.0,8.0,27.0,1.0,1.0,29.0,53.0,0,0
6012SKDMAROON-M,9.0,4.0,42.0,2.0,0.0,44.0,53.0,0,0
6012SKDMAROON-S,43.0,2.0,17.0,2.0,0.0,19.0,62.0,0,0
6012SKDMAROON-XL,6.0,5.0,18.0,0.0,0.0,18.0,24.0,0,0
6012SKDMAROON-XXL,13.0,6.0,24.0,2.0,1.0,27.0,40.0,0,0
6013SKDWHITE-3XL,26.0,4.0,5.0,0.0,0.0,5.0,31.0,0,0
6013SKDWHITE-4XL,4.0,1.0,5.0,0.0,0.0,5.0,9.0,0,0
6013SKDWHITE-5XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
6013SKDWHITE-L,50.0,3.0,3.0,0.0,0.0,3.0,53.0,0,0
6013SKDWHITE-M,56.0,3.0,1.0,0.0,0.0,1.0,57.0,0,0
6013SKDWHITE-S,63.0,2.0,4.0,0.0,0.0,4.0,67.0,0,0
6013SKDWHITE-XL,32.0,3.0,2.0,0.0,0.0,2.0,34.0,0,0
6013SKDWHITE-XXL,35.0,5.0,4.0,0.0,0.0,4.0,39.0,0,0
6015SKDBLACK-3XL,5.0,1.0,0.0,1.0,0.0,1.0,6.0,0,0
6015SKDBLACK-4XL,4.0,1.0,2.0,2.0,0.0,4.0,8.0,0,0
6015SKDBLACK-L,5.0,4.0,14.0,0.0,0.0,14.0,19.0,0,0
6015SKDBLACK-M,6.0,1.0,1.0,0.0,1.0,2.0,8.0,0,0
6015SKDBLACK-S,23.0,6.0,1.0,2.0,0.0,3.0,26.0,0,0
6015SKDBLACK-XL,4.0,1.0,1.0,0.0,0.0,1.0,5.0,0,0
6015SKDBLACK-XS,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0,0
6015SKDBLACK-XXL,2.0,2.0,3.0,0.0,0.0,3.0,5.0,0,0
6016SKDBLUE-3XL,82.0,2.0,8.0,0.0,0.0,8.0,90.0,0,0
6016SKDBLUE-4XL,60.0,2.0,3.0,0.0,0.0,3.0,63.0,0,0
6016SKDBLUE-5XL,72.0,2.0,4.0,0.0,0.0,4.0,76.0,0,0
6016SKDBLUE-L,45.0,1.0,2.0,0.0,10.0,22.0,67.0,10,0
6016SKDBLUE-M,40.0,2.0,5.0,4.0,0.0,9.0,49.0,0,0
6016SKDBLUE-S,21.0,2.0,1.0,0.0,2.0,3.0,24.0,0,0
6016SKDBLUE-XL,60.0,1.0,2.0,0.0,9.0,21.0,81.0,10,0
6016SKDBLUE-XS,24.0,2.0,1.0,0.0,0.0,1.0,25.0,0,0
6016SKDBLUE-XXL,69.0,3.0,4.0,0.0,0.0,4.0,73.0,0,0
6017SKDRED-3XL,75.0,2.0,3.0,0.0,14.0,27.0,102.0,10,0
6017SKDRED-4XL,48.0,2.0,7.0,0.0,9.0,26.0,74.0,10,0
6017SKDRED-5XL,22.0,2.0,10.0,0.0,2.0,17.0,39.0,5,0
6017SKDRED-L,71.0,4.0,4.0,0.0,11.0,28.0,99.0,13,0
6017SKDRED-M,60.0,2.0,6.0,0.0,9.0,25.0,85.0,10,0
6017SKDRED-S,54.0,2.0,7.0,0.0,11.0,28.0,82.0,10,0
6017SKDRED-XL,69.0,2.0,3.0,0.0,14.0,32.0,101.0,15,0
6017SKDRED-XS,30.0,2.0,2.0,0.0,0.0,2.0,32.0,0,0
6017SKDRED-XXL,101.0,2.0,6.0,0.0,0.0,6.0,107.0,0,0
6018SKDYELLOW-3XL,64.0,2.0,8.0,0.0,9.0,27.0,91.0,10,0
6018SKDYELLOW-4XL,8.0,2.0,7.0,0.0,0.0,7.0,15.0,0,0
6018SKDYELLOW-5XL,37.0,3.0,10.0,0.0,9.0,29.0,66.0,10,0
6018SKDYELLOW-L,87.0,2.0,5.0,0.0,7.0,12.0,99.0,0,0
6018SKDYELLOW-M,1.0,1.0,4.0,0.0,0.0,4.0,5.0,0,0
6018SKDYELLOW-S,9.0,2.0,2.0,0.0,0.0,2.0,11.0,0,0
6018SKDYELLOW-XL,14.0,1.0,9.0,0.0,0.0,9.0,23.0,0,0
6018SKDYELLOW-XS,42.0,2.0,1.0,0.0,0.0,1.0,43.0,0,0
6018SKDYELLOW-XXL,108.0,2.0,4.0,0.0,11.0,25.0,133.0,10,0
6019SKDWHITE-3XL,20.0,2.0,8.0,0.0,0.0,8.0,28.0,0,0
6019SKDWHITE-4XL,8.0,3.0,4.0,0.0,0.0,4.0,12.0,0,0
6019SKDWHITE-5XL,0.0,0.0,4.0,0.0,0.0,7.0,7.0,3,0
6019SKDWHITE-L,21.0,6.0,3.0,0.0,0.0,3.0,24.0,0,0
6019SKDWHITE-M,19.0,4.0,7.0,0.0,0.0,7.0,26.0,0,0
6019SKDWHITE-S,7.0,2.0,3.0,0.0,0.0,3.0,10.0,0,0
6019SKDWHITE-XL,15.0,4.0,4.0,0.0,0.0,4.0,19.0,0,0
6019SKDWHITE-XXL,8.0,2.0,5.0,0.0,0.0,5.0,13.0,0,0
6020SKDOFFWHITE-3XL,33.0,5.0,5.0,0.0,0.0,5.0,38.0,0,0
6020SKDOFFWHITE-4XL,20.0,3.0,7.0,0.0,0.0,7.0,27.0,0,0
6020SKDOFFWHITE-5XL,17.0,4.0,8.0,0.0,0.0,8.0,25.0,0,0
6020SKDOFFWHITE-L,29.0,3.0,6.0,0.0,0.0,6.0,35.0,0,0
6020SKDOFFWHITE-M,31.0,2.0,3.0,0.0,0.0,3.0,34.0,0,0
6020SKDOFFWHITE-S,17.0,2.0,3.0,0.0,0.0,3.0,20.0,0,0
6020SKDOFFWHITE-XL,18.0,3.0,12.0,0.0,0.0,12.0,30.0,0,0
6020SKDOFFWHITE-XXL,29.0,2.0,5.0,0.0,0.0,5.0,34.0,0,0
6021SKDPINK-4XL,1.0,0.0,3.0,0.0,0.0,7.0,8.0,4,0
6021SKDPINK-5XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
6021SKDPINK-6XL,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2,0
6021SKDPINK-7XL,7.0,6.0,0.0,0.0,0.0,0.0,7.0,0,0
6021SKDPINK-8XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
6021SKDPINK-M,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
6021SKDPINK-XXL,0.0,0.0,1.0,0.0,0.0,5.0,5.0,4,0
6022SKDGREEN-3XL,21.0,3.0,13.0,0.0,0.0,13.0,34.0,0,0
6022SKDGREEN-4XL,25.0,4.0,4.0,0.0,0.0,4.0,29.0,0,0
6022SKDGREEN-5XL,25.0,3.0,4.0,0.0,0.0,4.0,29.0,0,0
6022SKDGREEN-6XL,8.0,3.0,5.0,0.0,0.0,5.0,13.0,0,0
6022SKDGREEN-7XL,11.0,4.0,2.0,0.0,0.0,2.0,13.0,0,0
6022SKDGREEN-8XL,11.0,3.0,1.0,0.0,0.0,1.0,12.0,0,0
6022SKDGREEN-L,28.0,3.0,7.0,0.0,0.0,7.0,35.0,0,0
6022SKDGREEN-M,41.0,3.0,4.0,0.0,0.0,4.0,45.0,0,0
6022SKDGREEN-S,17.0,3.0,0.0,0.0,0.0,0.0,17.0,0,0
6022SKDGREEN-XL,8.0,3.0,4.0,0.0,0.0,4.0,12.0,0,0
6022SKDGREEN-XXL,24.0,3.0,9.0,0.0,0.0,9.0,33.0,0,0
6023SKDBLUE-L,13.0,2.0,0.0,0.0,0.0,0.0,13.0,0,0
6023SKDBLUE-M,12.0,2.0,0.0,0.0,0.0,0.0,12.0,0,0
6023SKDBLUE-S,14.0,4.0,1.0,0.0,0.0,1.0,15.0,0,0
6023SKDBLUE-XL,12.0,4.0,2.0,0.0,0.0,2.0,14.0,0,0
6024SKD5010-L,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0,0
6024SKD5010-M,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0,0
6024SKD5010-S,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
6024SKD5010-XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
6024SKDPURPLE-L,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0
6024SKDPURPLE-M,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0
6024SKDPURPLE-S,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0
6024SKDPURPLE-XL,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
6025SKDPURPLE-3XL,1.0,1.0,1.0,0.0,0.0,3.0,4.0,2,0
6025SKDPURPLE-4XL,5.0,2.0,7.0,0.0,0.0,7.0,12.0,0,0
6025SKDPURPLE-5XL,19.0,5.0,18.0,0.0,0.0,18.0,37.0,0,0
6025SKDPURPLE-6XL,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0,0
6025SKDPURPLE-7XL,7.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0
6025SKDPURPLE-8XL,6.0,2.0,6.0,0.0,0.0,6.0,12.0,0,0
6025SKDPURPLE-L,8.0,3.0,0.0,0.0,0.0,0.0,8.0,0,0
6025SKDPURPLE-M,5.0,2.0,6.0,0.0,0.0,6.0,11.0,0,0
6025SKDPURPLE-S,9.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0
6025SKDPURPLE-XL,4.0,2.0,1.0,0.0,0.0,3.0,7.0,2,0
6025SKDPURPLE-XXL,5.0,2.0,9.0,0.0,0.0,9.0,14.0,0,0
6026SKDWINE-3XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
6026SKDWINE-4XL,2.0,0.0,1.0,0.0,0.0,3.0,5.0,2,0
6026SKDWINE-5XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
6026SKDWINE-7XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
6026SKDWINE-8XL,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2,0
6026SKDWINE-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
6026SKDWINE-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
6026SKDWINE-XXL,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2,0
6027SKDBLACK-3XL,59.0,3.0,2.0,0.0,0.0,2.0,61.0,0,0
6027SKDBLACK-4XL,34.0,3.0,6.0,0.0,0.0,6.0,40.0,0,0
6027SKDBLACK-5XL,24.0,7.0,4.0,0.0,0.0,4.0,28.0,0,0
6027SKDBLACK-6XL,9.0,3.0,1.0,0.0,0.0,1.0,10.0,0,0
6027SKDBLACK-7XL,13.0,2.0,5.0,0.0,0.0,5.0,18.0,0,0
6027SKDBLACK-8XL,11.0,2.0,2.0,0.0,0.0,2.0,13.0,0,0
6027SKDBLACK-L,22.0,4.0,9.0,0.0,0.0,9.0,31.0,0,0
6027SKDBLACK-M,55.0,2.0,5.0,0.0,0.0,5.0,60.0,0,0
6027SKDBLACK-S,10.0,3.0,0.0,0.0,0.0,0.0,10.0,0,0
6027SKDBLACK-XL,13.0,5.0,9.0,0.0,0.0,13.0,26.0,4,0
6027SKDBLACK-XXL,29.0,6.0,3.0,0.0,0.0,3.0,32.0,0,0
6028SKDMAROON-3XL,5.0,3.0,7.0,0.0,0.0,7.0,12.0,0,0
6028SKDMAROON-4XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
6028SKDMAROON-L,38.0,5.0,2.0,0.0,0.0,2.0,40.0,0,0
6028SKDMAROON-M,41.0,3.0,9.0,0.0,0.0,9.0,50.0,0,0
6028SKDMAROON-S,18.0,2.0,5.0,0.0,0.0,5.0,23.0,0,0
6028SKDMAROON-XL,10.0,4.0,14.0,0.0,0.0,14.0,24.0,0,0
6028SKDMAROON-XS,14.0,2.0,3.0,0.0,0.0,3.0,17.0,0,0
6028SKDMAROON-XXL,6.0,4.0,9.0,0.0,0.0,9.0,15.0,0,0
678KL5008PLYKGREEN-XXL,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
679KL5008YKGREEN-M,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
679KL5008YKGREEN-S,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
679KL5008YKGREEN-XL,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0
67YK83INDIGO-L,22.0,5.0,36.0,5.0,0.0,160.0,182.0,44,75
67YK83INDIGO-M,50.0,11.0,41.0,1.0,0.0,101.0,151.0,4,55
67YK83INDIGO-S,50.0,5.0,37.0,3.0,0.0,68.0,118.0,3,25
67YK83INDIGO-XL,16.0,5.0,36.0,1.0,0.0,118.0,134.0,36,45
67YK83INDIGO-XS,20.0,7.0,24.0,6.0,0.0,33.0,53.0,3,0
67YK83INDIGO-XXL,9.0,3.0,16.0,18.0,0.0,77.0,86.0,18,25
683KL5010YKWHITE-XL,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
685KL5011YKOWHITE-S,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
68YK83BLACK-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
68YK83BLACK-S,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
690KL5014PLYKMAROON-4XL,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
690KL5014PLYKMAROON-5XL,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0
690KL5014PLYKMAROON-XXL,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
691KL5014YKMAROON-M,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0
691KL5014YKMAROON-S,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
694KL5019PLYKDENIM-4XL,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0
695KL5019YKDENIM-M,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0,0
695KL5019YKDENIM-XL,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0,0
7003YKBLSRED-L-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7004YKBLSMULTI-L-XL,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2,0
7004YKBLSMULTI-S-M,7.0,6.0,4.0,0.0,0.0,6.0,13.0,2,0
7005YKBLSMULTI-4XL-5XL,40.0,8.0,5.0,0.0,0.0,5.0,45.0,0,0
7005YKBLSMULTI-L-XL,37.0,12.0,28.0,0.0,0.0,28.0,65.0,0,0
7005YKBLSMULTI-S-M,153.0,12.0,17.0,0.0,4.0,21.0,174.0,0,0
7005YKBLSMULTI-XXL-3XL,31.0,9.0,9.0,0.0,0.0,9.0,40.0,0,0
7006YKBLSBLUE-4XL-5XL,0.0,1.0,5.0,0.0,0.0,11.0,11.0,6,0
7006YKBLSBLUE-L-XL,8.0,8.0,40.0,0.0,0.0,44.0,52.0,4,0
7006YKBLSBLUE-S-M,43.0,11.0,37.0,0.0,0.0,37.0,80.0,0,0
7006YKBLSBLUE-XXL-3XL,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
7007YKBLS-L-XL,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
7007YKBLS-S-M,14.0,6.0,4.0,0.0,0.0,4.0,18.0,0,0
7008YKBLSBLUE-4XL-5XL,26.0,14.0,1.0,0.0,0.0,1.0,27.0,0,0
7008YKBLSBLUE-L-XL,7.0,6.0,30.0,0.0,0.0,40.0,47.0,10,0
7008YKBLSBLUE-S-M,52.0,11.0,20.0,0.0,0.0,20.0,72.0,0,0
7008YKBLSBLUE-XXL-3XL,12.0,10.0,11.0,0.0,0.0,11.0,23.0,0,0
7009YKBLSGREEN-S-M,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7011YKBLSMAROON-L-XL,10.0,7.0,18.0,0.0,0.0,18.0,28.0,0,0
7011YKBLSMAROON-S-M,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
7014YKBLSMAROON-4XL-5XL,69.0,10.0,23.0,0.0,0.0,27.0,96.0,4,0
7014YKBLSMAROON-L-XL,262.0,15.0,33.0,0.0,16.0,49.0,311.0,0,0
7014YKBLSMAROON-S-M,85.0,9.0,25.0,5.0,0.0,30.0,115.0,0,0
7014YKBLSMAROON-XXL-3XL,55.0,12.0,17.0,0.0,0.0,17.0,72.0,0,0
7015YKBLSBLACK-S-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7028YKBLS-L-XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
7028YKBLS-S-M,9.0,9.0,2.0,0.0,0.0,2.0,11.0,0,0
7029YKBLS-L-XL,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0,0
7029YKBLS-S-M,17.0,6.0,7.0,0.0,0.0,7.0,24.0,0,0
7031YKBLS-L-XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7031YKBLS-S-M,4.0,4.0,2.0,0.0,0.0,2.0,6.0,0,0
7032YKBLS-S-M,6.0,5.0,12.0,0.0,0.0,12.0,18.0,0,0
7033YKBLS-S-M,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
7034YKBLS-L-XL,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0
7034YKBLS-S-M,4.0,4.0,3.0,0.0,0.0,3.0,7.0,0,0
7035YKBLS-L-XL,0.0,0.0,5.0,0.0,0.0,7.0,7.0,2,0
7035YKBLS-S-M,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
7036YKBLS-L-XL,0.0,0.0,2.0,0.0,0.0,6.0,6.0,4,0
7036YKBLS-S-M,9.0,8.0,9.0,0.0,0.0,9.0,18.0,0,0
7037YKBLS-L-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7037YKBLS-S-M,18.0,9.0,1.0,0.0,0.0,1.0,19.0,0,0
7039YKBLS-S-M,1.0,1.0,3.0,0.0,0.0,3.0,4.0,0,0
7040YKBLS-L-XL,8.0,4.0,5.0,0.0,0.0,5.0,13.0,0,0
7040YKBLS-S-M,8.0,6.0,4.0,0.0,0.0,4.0,12.0,0,0
7041YKBLS-4XL-5XL,16.0,7.0,2.0,0.0,0.0,2.0,18.0,0,0
7041YKBLS-L-XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
7041YKBLS-S-M,2.0,1.0,3.0,0.0,0.0,5.0,7.0,2,0
7041YKBLS-XXL-3XL,10.0,7.0,6.0,0.0,0.0,6.0,16.0,0,0
7042YKBLS-S-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7044YKBLS-4XL-5XL,4.0,2.0,1.0,0.0,0.0,1.0,5.0,0,0
7044YKBLS-L-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7044YKBLS-S-M,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7045YKBLS-S-M,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7046YKBLS-L-XL,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0
7046YKBLS-S-M,4.0,3.0,1.0,0.0,0.0,1.0,5.0,0,0
7048YKBLS-L-XL,0.0,0.0,3.0,0.0,1.0,6.0,6.0,2,0
7048YKBLS-S-M,11.0,7.0,5.0,0.0,3.0,8.0,19.0,0,0
7049YKBLS-4XL-5XL,36.0,0.0,0.0,0.0,0.0,0.0,36.0,0,0
7049YKBLS-L-XL,25.0,6.0,0.0,0.0,0.0,0.0,25.0,0,0
7049YKBLS-S-M,33.0,5.0,3.0,0.0,0.0,3.0,36.0,0,0
7049YKBLS-XXL-3XL,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0,0
7050YKBLS-L-XL,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
7050YKBLS-S-M,14.0,5.0,4.0,0.0,0.0,4.0,18.0,0,0
7051YKBLS-4XL-5XL,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0,0
7051YKBLS-L-XL,90.0,14.0,4.0,0.0,0.0,4.0,94.0,0,0
7051YKBLS-S-M,98.0,9.0,3.0,0.0,0.0,3.0,101.0,0,0
7051YKBLS-XXL-3XL,49.0,0.0,0.0,0.0,0.0,0.0,49.0,0,0
7052YKBLS-S-M,2.0,1.0,7.0,0.0,0.0,7.0,9.0,0,0
7053YKBLS-L-XL,64.0,9.0,19.0,0.0,13.0,32.0,96.0,0,0
7053YKBLS-S-M,47.0,9.0,8.0,0.0,13.0,21.0,68.0,0,0
7054YKBLS-L-XL,3.0,3.0,2.0,0.0,0.0,2.0,5.0,0,0
7054YKBLS-S-M,3.0,3.0,8.0,0.0,0.0,8.0,11.0,0,0
7057YKBLS-S-M,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
7058YKBLS-S-M,3.0,2.0,2.0,0.0,0.0,2.0,5.0,0,0
7059YKBLS-L-XL,6.0,4.0,3.0,0.0,0.0,3.0,9.0,0,0
7059YKBLS-S-M,4.0,4.0,2.0,0.0,0.0,2.0,6.0,0,0
7061YKBLSMAROON-F,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
7062YKBLSMULTI-F,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,0
7064YKBLSMAROON-F,12.0,7.0,34.0,0.0,0.0,34.0,46.0,0,0
7066YKBLSGREEN-F,26.0,5.0,3.0,5.0,0.0,8.0,34.0,0,0
7067YKBLSGREY-F,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0
7069YKBLSBROWN-F,6.0,6.0,5.0,2.0,0.0,7.0,13.0,0,0
7073YKBLSBLUE-F,60.0,10.0,10.0,6.0,0.0,16.0,76.0,0,0
7074YKBLSBLUE-F,13.0,8.0,7.0,2.0,0.0,9.0,22.0,0,0
7077YKMEHROON-4XL-5XL,40.0,12.0,0.0,0.0,0.0,0.0,40.0,0,0
7077YKMEHROON-S-M-L,3.0,2.0,14.0,0.0,0.0,22.0,25.0,8,0
7077YKMEHROON-XL-XXL-3XL,4.0,4.0,1.0,0.0,0.0,1.0,5.0,0,0
7078YKBROWN-4XL-5XL,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0
7078YKBROWN-S-M-L,45.0,13.0,11.0,0.0,0.0,11.0,56.0,0,0
7078YKBROWN-XL-XXL-3XL,23.0,12.0,11.0,0.0,0.0,11.0,34.0,0,0
7079YKWHITE-L-XL,18.0,8.0,4.0,2.0,0.0,6.0,24.0,0,0
7079YKWHITE-S-M,22.0,8.0,2.0,2.0,0.0,4.0,26.0,0,0
7079YKWHITE-XXL-3XL,13.0,8.0,2.0,0.0,0.0,2.0,15.0,0,0
7080YKBEIGE-4XL-5XL,7.0,6.0,19.0,0.0,0.0,23.0,30.0,4,0
7080YKBEIGE-L-XL,0.0,0.0,31.0,0.0,0.0,31.0,31.0,0,0
7080YKBEIGE-S-M,7.0,7.0,7.0,0.0,0.0,7.0,14.0,0,0
7080YKBEIGE-XXL-3XL,1.0,1.0,19.0,0.0,0.0,21.0,22.0,2,0
7081YKPINK-4XL-5XL,76.0,11.0,0.0,0.0,0.0,0.0,76.0,0,0
7081YKPINK-L-XL,26.0,13.0,2.0,0.0,0.0,14.0,40.0,12,0
7081YKPINK-S-M,17.0,12.0,10.0,0.0,0.0,28.0,45.0,18,0
7081YKPINK-XXL-3XL,47.0,0.0,14.0,0.0,0.0,34.0,81.0,20,0
7082YKMULTI-4XL-5XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7082YKMULTI-L-XL,7.0,5.0,4.0,0.0,0.0,7.0,14.0,3,0
7082YKMULTI-S-M,15.0,6.0,3.0,0.0,0.0,3.0,18.0,0,0
7082YKMULTI-XXL-3XL,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0,0
7083YKTEAL-L-XL,39.0,9.0,2.0,0.0,0.0,2.0,41.0,0,0
7083YKTEAL-S-M,48.0,8.0,2.0,0.0,0.0,2.0,50.0,0,0
7083YKTEAL-XXL-3XL,29.0,10.0,9.0,0.0,0.0,9.0,38.0,0,0
7084YKBLUE-L-XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
7084YKBLUE-S-M,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
7084YKBLUE-XXL-3XL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
7085YKBLACK-4XL-5XL,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0,0
7085YKBLACK-L-XL,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0
7085YKBLACK-S-M,7.0,6.0,1.0,0.0,0.0,1.0,8.0,0,0
7086YKMULTI-L-XL,19.0,9.0,10.0,0.0,0.0,10.0,29.0,0,0
7086YKMULTI-S-M,34.0,7.0,2.0,0.0,0.0,2.0,36.0,0,0
7086YKMULTI-XXL-3XL,7.0,6.0,3.0,0.0,0.0,3.0,10.0,0,0
7087YKMUSTARD-L-XL,3.0,2.0,1.0,0.0,0.0,1.0,4.0,0,0
7087YKMUSTARD-S-M,6.0,6.0,10.0,0.0,0.0,12.0,18.0,2,0
7087YKMUSTARD-XXL-3XL,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2,0
7088YKBLUE-4XL-5XL,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0
7088YKBLUE-L-XL,16.0,7.0,10.0,0.0,0.0,10.0,26.0,0,0
7088YKBLUE-S-M,39.0,8.0,3.0,0.0,0.0,3.0,42.0,0,0
7088YKBLUE-XXL-3XL,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0,0
7089YKNAVY-4XL-5XL,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0,0
7089YKNAVY-L-XL,15.0,9.0,16.0,0.0,0.0,16.0,31.0,0,0
