"Warehouse Id","SKU","Title","Listing Id","FSN","Brand","Flipkart Selling Price","Live on Website","Sales 7D","Sales 14D","Sales 30D","Sales 60D","Sales 90D","B2B Scheduled","Transfers Scheduled","B2B Shipped","Transfers Shipped","B2B Receiving","Transfers Receiving","Reserved for Orders and Recalls","Reserved for Internal Processing","Returns Processing","Orders to Dispatch","Recalls to Dispatch","Damaged","QC Reject","Catalog Reject","Returns Reject","Seller Return Reject","Miscellaneous","Length (in cm)","Breadth (in cm)","Height (in cm)","Weight (in kg)","Fulfilment Type","F Assured Badge"
bhi_vas_wh_nl_01nl,4010DRSMULTI-S,IKRASS Casual Printed Women Multicolor Top,LSTTOPHEYK54NC3GVHBNGW1E7,TOPHEYK54NC3GVHB,IKRASS,433.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.844998000000004,26.852118,2.795016,0.074,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,4018DRSBLUE-S,IKRASS Casual Printed Women Blue Top,LSTTOPHEYK5Q9DEEEUPYIXND9,TOPHEYK5Q9DEEEUP,IKRASS,436.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.641794000000004,27.650694,2.795016,0.076,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,141YK251PINK-XXL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SQYZU9HGZRDVWDQX,KTAH27SQYZU9HGZR,IKRASS,686.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.623993999999996,32.442150000000005,1.240536,0.3136,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6016SKDBLUE-XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMNAY7UWDPK2NZQH,ETHHGQUMNAY7UWDP,IKRASS,978.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.023282,31.543751999999998,1.713484,0.3434,"Smart/Flipkart, Seller",Yes
malur_bts,6017SKDRED-M,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMWZZ6EHPUIC0BBS,ETHHGQUMWZZ6EHPU,IKRASS,980.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.342328,27.95016,4.092702,0.528,"Smart/Flipkart, Seller",No
malur_bts,167YK251BLACK-L,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SRWNHAQ8XYCALSIM,KTAH27SRWNHAQ8XY,IKRASS,660.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.529512,28.648914,0.818642,0.0801,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,165YK251MUSTRAD-XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SRWGNBN8Y9G3MBFA,KTAH27SRWGNBN8Y9,IKRASS,664.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.447490000000002,20.263866,1.043178,0.0618,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,167YK251BLACK-XS,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SRY9YBZHTK7C50YB,KTAH27SRY9YBZHTK,IKRASS,660.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.447490000000002,20.263866,1.043178,0.0618,"Smart/Flipkart, Seller",Yes
malur_bts,6017SKDRED-3XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMYCUZR29GLIYI9C,ETHHGQUMYCUZR29G,IKRASS,1022.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.648914,24.156924,0.544068,0.0433,"Smart/Flipkart, Seller",Yes
malur_bts,1007YKBLACK-3XL,IKRASS Women Printed Anarkali Kurta,LSTKTAHC4DEVDQAQNGZOER1RP,KTAHC4DEVDQAQNGZ,IKRASS,955.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.825418,30.94482,1.392428,0.3312,"Smart/Flipkart, Seller",Yes
malur_bts,141YK251PINK-XXL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SQYZU9HGZRDVWDQX,KTAH27SQYZU9HGZR,IKRASS,686.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.623993999999996,32.442150000000005,1.240536,0.3136,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,167YK251BLACK-4XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SZK22HZRSNHFYRDH,KTAH27SZK22HZRSN,IKRASS,691.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42613,29.547311999999998,1.926082,0.3744,"Smart/Flipkart, Seller",Yes
malur_bts,1532YKBLUE-8XL,IKRASS Women Printed A-line Kurta,LSTKTAHDFYGDEGXBZDFZIYTAZ,KTAHDFYGDEGXBZDF,IKRASS,662.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.326308,31.244286000000002,0.6819900000000001,0.1435,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,165YK251MUSTRAD-L,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SPYHHPVNBSAEONNF,KTAH27SPYHHPVNBS,IKRASS,664.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.529512,28.648914,0.818642,0.0801,"Smart/Flipkart, Seller",Yes
malur_bts,1916YKRED-3XL,"IKRASS Women Embroidered, Solid Straight Kurta",LSTKTAHGBD2RZV6NQ9Y1NUS9G,KTAHGBD2RZV6NQ9Y,IKRASS,583.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.527732,30.844998000000004,1.617218,0.164,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6017SKDRED-L,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMP6JE6DWRI6WLAE,ETHHGQUMP6JE6DWR,IKRASS,980.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.128444,30.545532,1.639824,0.3397,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,167YK251BLACK-XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SSH7ZTM5GFUISZ1V,KTAH27SSH7ZTM5GF,IKRASS,660.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42613,29.547311999999998,1.926082,0.3744,"Smart/Flipkart, Seller",Yes
malur_bts,167YK251BLACK-3XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SQQNHFRMNH0S1HXP,KTAH27SQQNHFRMNH,IKRASS,691.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42613,29.547311999999998,1.926082,0.3744,"Smart/Flipkart, Seller",Yes
malur_bts,165YK251MUSTRAD-S,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SK9VUWBPUCTWI4SD,KTAH27SK9VUWBPUC,IKRASS,660.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.529512,28.648914,0.818642,0.0801,"Smart/Flipkart, Seller",Yes
