"Warehouse Id","SKU","Title","Listing Id","FSN","Brand","Flipkart Selling Price","Live on Website","Sales 7D","Sales 14D","Sales 30D","Sales 60D","Sales 90D","B2B Scheduled","Transfers Scheduled","B2B Shipped","Transfers Shipped","B2B Receiving","Transfers Receiving","Reserved for Orders and Recalls","Reserved for Internal Processing","Returns Processing","Orders to Dispatch","Recalls to Dispatch","Damaged","QC Reject","Catalog Reject","Returns Reject","Seller Return Reject","Miscellaneous","Length (in cm)","Breadth (in cm)","Height (in cm)","Weight (in kg)","Fulfilment Type","F Assured Badge"
malur_bts,1556YKGREEN-L,IKRASS Women Printed A-line Kurta,LSTKTAH45DXN9YGGARTVOPWPN,KTAH45DXN9YGGART,IKRASS,492.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.627554,31.743396,1.347724,0.3244,"Smart/Flipkart, Seller",No
bhi_vas_wh_nl_01nl,167YK251BLACK-XXL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SVUTAUVZUEKNFEP4,KTAH27SVUTAUVZUE,IKRASS,678.0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.527732,30.844998000000004,1.617218,0.164,Seller,Yes
malur_bts,6016SKDBLUE-S,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGP2Y3HQGBSZV920BJN,ETHHGP2Y3HQGBSZV,IKRASS,1020.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.643574,24.156924,0.958342,0.0544,"Smart/Flipkart, Seller",Yes
malur_bts,5039YKTEAL-4XL,IKRASS Regular Fit Women Blue Trousers,LSTTROHCZ9GF9NFVURJK0SJA5,TROHCZ9GF9NFVURJ,IKRASS,577.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44571,26.353008,0.37922199999999995,0.0518,"Smart/Flipkart, Seller",Yes
malur_bts,6017SKDRED-L,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMP6JE6DWRI6WLAE,ETHHGQUMP6JE6DWR,IKRASS,967.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.128444,30.545532,1.639824,0.3397,"Smart/Flipkart, Seller",No
malur_bts,7005YKBLSMULTI-M,IKRASS Round Neck Women Blouse,LSTBLOH3Q7SQPPUHV7AQGYY27,BLOH3Q7SQPPUHV7A,IKRASS,554.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.943040000000003,28.648914,0.327914,0.0126,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,6016SKDBLUE-XL,IKRASS Women Kurta Palazzo Dupatta Set,LSTETHHGQUMNAY7UWDPK2NZQH,ETHHGQUMNAY7UWDP,IKRASS,967.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.023282,31.543751999999998,1.713484,0.3434,"Smart/Flipkart, Seller",Yes
malur_bts,1007YKBLACK-XXL,IKRASS Women Printed Anarkali Kurta,LSTKTAHC4DEDQAURHFHWA4UCZ,KTAHC4DEDQAURHFH,IKRASS,906.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.623993999999996,32.442150000000005,1.240536,0.3136,"Smart/Flipkart, Seller",No
malur_bts,166YK251BLUE-3XL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SPRCZVDEPXELXQIA,KTAH27SPRCZVDEPX,IKRASS,678.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.623993999999996,32.442150000000005,1.240536,0.3136,"Smart/Flipkart, Seller",No
malur_bts,141YK251PINK-XXL,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SQYZU9HGZRDVWDQX,KTAH27SQYZU9HGZR,IKRASS,680.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.623993999999996,32.442150000000005,1.240536,0.3136,"Smart/Flipkart, Seller",Yes
malur_bts,7106YKGREY-F,IKRASS Halter Neck Women Blouse,LSTBLOHMD3SEMH32SX37YT5KZ,BLOHMD3SEMH32SX3,IKRASS,361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.128444,30.545532,1.639824,0.3397,Seller,No
malur_bts,1916YKRED-3XL,"IKRASS Women Embroidered, Solid Straight Kurta",LSTKTAHGBD2RZV6NQ9Y1NUS9G,KTAHGBD2RZV6NQ9Y,IKRASS,540.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.527732,30.844998000000004,1.617218,0.164,"Smart/Flipkart, Seller",Yes
bhi_vas_wh_nl_01nl,165YK251MUSTRAD-L,IKRASS Women Solid Anarkali Kurta,LSTKTAH27SPYHHPVNBSAEONNF,KTAH27SPYHHPVNBS,IKRASS,654.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.529512,28.648914,0.818642,0.0801,"Smart/Flipkart, Seller",Yes
malur_bts,165YK251MUSTRAD-7XL,IKRASS Women Solid Anarkali Kurta,LSTKTAHHC4EP36SGXRHGSIPO3,KTAHHC4EP36SGXRH,IKRASS,765.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.627554,31.743396,1.347724,0.3244,"Smart/Flipkart, Seller",Yes
malur_bts,1057YKBLUE-L,IKRASS Casual Printed Women Blue Top,LSTTOPH3FTZMMRFSGXG1M8MEQ,TOPH3FTZMMRFSGXG,IKRASS,567.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.640014,28.549092,1.746758,0.076,"Smart/Flipkart, Seller",No
