seller id,warehouse id,po_type,seller sku code,sku id,sku code,style id,inventory count,blocked count,sellable inventory count,is active,modified on
36841,15774,SJIT,1306YKCORANGE-XL,69755582,YARYKRTA69755582,22056070,1,,0,1,44:56.0
36841,36,SJIT,45233414,45233414,YARYKRTA45233414,13001096,1,,0,1,50:01.0
36841,28,SJIT,45233461,45233461,YARYKRTA45233461,13001120,2,,0,1,07:51.0
36841,15774,SJIT,38290050,38290050,YARYTRSR38290050,11097732,3,,0,1,45:53.0
36841,81,SJIT,1388YKMAROON-S,52437029,YARYKRTI52437029,16834454,1,,0,1,43:20.0
36841,81,SJIT,1293PLYKNMAROON-7XL,100490329,YARYKRTA100490329,31179956,1,,0,1,45:13.0
36841,81,SJIT,1918YKYELLOW-L,118950711,YARYKRTI118950711,37188366,1,,0,1,09:21.0
36841,81,SJIT,1529YKWINE-XL,78062424,YARYKRTI78062424,24336848,1,,0,1,14:32.0
36841,43815,SJIT,37957988,37957988,YARYKRTA37957988,11007964,1,,0,1,07:16.0
36841,28,SJIT,37957984,37957984,YARYKRTA37957984,11007964,1,,0,1,50:00.0
36841,15774,SJIT,37957982,37957982,YARYKRTA37957982,11007964,1,,0,1,43:00.0
36841,43815,SJIT,47063140,47063140,YARYTOPS47063140,13995190,1,,0,1,12:26.0
36841,36,SJIT,1529YKWINE-M,78062420,YARYKRTI78062420,24336848,1,,0,1,14:32.0
36841,15774,SJIT,1516PLYKRED-3XL,72592004,YARYKRTA72592004,22845130,1,,0,1,10:50.0
36841,36,SJIT,1529YKWINE-XL,78062424,YARYKRTI78062424,24336848,1,,0,1,14:32.0
36841,15774,SJIT,37958108,37958108,YARYKRTA37958108,11007986,1,,0,1,04:43.0
36841,81,SJIT,1556PLYKNGREEN-6XL,98349767,YARYKRTI98349767,30585365,1,,0,1,33:59.0
36841,36,SJIT,67YK83INDIGO-XS,105577443,YARYDRSS105577443,11008030,2,,0,1,11:00.0
36841,36,SJIT,46456428,46456428,YARYKRTA46456428,13671638,2,,0,1,17:24.0
36841,36,SJIT,1516YKRED-XL,72592094,YARYKRTA72592094,22845150,2,,0,1,45:18.0
36841,28,SJIT,46456537,46456537,YARYKRTA46456537,13671692,1,,0,1,36:23.0
36841,309,SJIT,5039PLYKNTEAL-3XL,106404032,YARYTRSR106404032,32999983,1,,0,1,39:06.0
36841,15774,SJIT,37957992,37957992,YARYKRTA37957992,11007964,1,,0,1,44:45.0
36841,81,SJIT,45233536,45233536,YARYKRTA45233536,13001158,1,,0,1,28:36.0
36841,309,SJIT,226YKC346GREEN-M,69755990,YARYKRTA69755990,22056128,1,,0,1,15:23.0
36841,81,SJIT,37958124,37958124,YARYKRTA37958124,11007986,1,,0,1,36:45.0
36841,43815,SJIT,45890426,45890426,YARYKRTA45890426,13369432,2,,0,1,30:43.0
36841,36,SJIT,34637831,34637831,YARYKRTA34637831,9970257,1,,0,1,45:03.0
36841,43815,SJIT,1917YKBLUE-XL,119474903,YARYKRTI119474903,37365677,1,,0,1,06:38.0
36841,81,SJIT,1556PLYKNGREEN-8XL,98349769,YARYKRTI98349769,30585365,2,,0,1,18:44.0
36841,28,SJIT,1520PLYKSKYBLUE-XL,84713768,YARYDRSS84713768,26211066,1,,0,1,24:37.0
36841,36,SJIT,1057PLYKBLUE-XXL,87896050,YARYTNIC87896050,27282410,1,,0,1,45:43.0
36841,43815,SJIT,37958358,37958358,YARYDRSS37958358,11008030,2,,0,1,41:34.0
36841,36,SJIT,46456432,46456432,YARYKRTA46456432,13671638,2,,0,1,17:24.0
36841,36,SJIT,47061551,47061551,YARYKRTA47061551,13994570,3,,0,1,24:28.0
36841,81,SJIT,37957992,37957992,YARYKRTA37957992,11007964,1,,0,1,27:20.0
36841,81,SJIT,5041PLYKBOTTELGREEN-3XL,108504196,YARYTRSR108504196,33596152,1,,0,1,11:35.0
36841,43815,SJIT,1937PLYKPURPLE-5XL,119482308,YARYKASS119482308,37371474,2,,0,1,41:21.0
36841,43815,SJIT,42649946,42649946,YARYKRTA42649946,12253042,1,,0,1,59:51.0
36841,31055,SJIT,37958248,37958248,YARYTNIC37958248,11008008,1,,0,1,59:37.0
36841,81,SJIT,1388YKMAROON-XS,103821864,YARYKRTI103821864,16834454,1,,0,1,45:01.0
36841,15774,SJIT,167PLYKN251BLACK-8XL,113501491,YARYKRTA113501491,35427795,1,,0,1,46:48.0
36841,43815,SJIT,45233451,45233451,YARYKRTA45233451,13001116,1,,0,1,58:24.0
36841,309,SJIT,4018DRSBLUE-M,116224677,YARYTOPS116224677,36379856,1,,0,1,57:43.0
36841,43815,SJIT,1556PLYKCGREEN-3XL,99185420,YARYKRTI99185420,30817049,2,,0,1,56:04.0
36841,15774,SJIT,37958122,37958122,YARYKRTA37958122,11007986,2,,0,1,04:43.0
36841,81,SJIT,37958326,37958326,YARYTOPS37958326,11008024,1,,0,1,52:12.0
36841,309,SJIT,1695PLYKMAROON-3XL,109662507,YARYKRTI109662507,33949294,1,,0,1,34:13.0
36841,28,SJIT,1529PLYKWINE-XXL,77861864,YARYKRTA77861864,24285852,1,,0,1,56:53.0
36841,36,SJIT,1592YKBLUE-XL,82078564,YARYKRTA82078564,25451626,1,,0,1,37:47.0
36841,36,SJIT,1593PLYKGREEN-XXL,82078552,YARYKRTA82078552,25451620,1,,0,1,11:30.0
36841,36,SJIT,1417YKBLACK-L,78062378,YARYKRTI78062378,24336838,1,,0,1,03:55.0
36841,81,SJIT,45233428,45233428,YARYKRTA45233428,13001104,3,,0,1,29:28.0
36841,81,SJIT,33872066,33872066,YARYKRTA33872066,9171463,1,,0,1,45:26.0
36841,309,SJIT,33872064,33872064,YARYKRTA33872064,9171463,1,,0,1,44:42.0
36841,15774,SJIT,1048YKCBLUE-M,99760636,YARYTOPS99760636,30984033,2,,0,1,21:42.0
36841,36,SJIT,45233512,45233512,YARYKRTA45233512,13001144,1,,0,1,45:43.0
36841,81,SJIT,44252134,44252134,YARYTRSR44252134,11543230,1,,0,1,44:55.0
36841,81,SJIT,1592YKBLUE-L,82078556,YARYKRTA82078556,25451626,2,,0,1,25:48.0
