OMS_SKU,2026-07-30
1353YKBLACK-XL,0
1353YKBLACK-XXL,0
1354YKCMUSTARD,0
1354YKMUSTARD,0
1354YKMUSTARD-3XL,0
1354YKMUSTARD-4XL,2
1354YKMUSTARD-5XL,0
1354YKMUSTARD-6XL,0
1354YKMUSTARD-7XL,1
1354YKMUSTARD-8XL,0
1354YKMUSTARD-L,0
1354YKMUSTARD-M,0
1354YKMUSTARD-S,2
1354YKMUSTARD-XL,1
1354YKMUSTARD-XS,11
1354YKMUSTARD-XXL,0
1355DPT27TEAL-3XL,0
1355DPT27TEAL-4XL,0
1355DPT27TEAL-5XL,1
1355DPT27TEAL-6XL,0
1355DPT27TEAL-7XL,0
1355DPT27TEAL-8XL,0
1355DPT27TEAL-L,1
1355DPT27TEAL-M,4
1355DPT27TEAL-S,3
1355DPT27TEAL-XL,0
1355DPT27TEAL-XS,0
1355DPT27TEAL-XXL,0
1355YKTEAL-3XL,1
1355YKTEAL-4XL,0
1355YKTEAL-5XL,1
1355YKTEAL-6XL,0
1355YKTEAL-7XL,0
1355YKTEAL-8XL,0
1355YKTEAL-L,3
1355YKTEAL-M,8
1355YKTEAL-S,6
1355YKTEAL-XL,2
1355YKTEAL-XXL,0
1356YKBLACK-L,0
1356YKBLACK-M,0
1356YKBLACK-S,0
1356YKBLACK-XL,0
1356YKBLACK-XS,0
1356YKBLACK-XXL,0
1357YKBLACK-3XL,0
1357YKBLACK-4XL,0
1357YKBLACK-5XL,0
1357YKBLACK-L,0
1357YKBLACK-M,1
1357YKBLACK-S,1
1357YKBLACK-XL,1
1357YKBLACK-XXL,0
1358YKBLUE-3XL,0
1358YKBLUE-4XL,0
1358YKBLUE-5XL,0
1358YKBLUE-L,0
1358YKBLUE-M,1
1358YKBLUE-S,1
1358YKBLUE-XL,1
1358YKBLUE-XXL,0
1359YKGREEN-3XL,6
1359YKGREEN-4XL,6
1359YKGREEN-5XL,14
1359YKGREEN-6XL,20
1359YKGREEN-7XL,2
1359YKGREEN-8XL,2
1359YKGREEN-L,22
1359YKGREEN-M,20
1359YKGREEN-S,7
1359YKGREEN-XL,17
1359YKGREEN-XS,8
1359YKGREEN-XXL,12
135YK224BROWN-S,0
135YK224BROWN-XL,0
1360YKBLUE-3XL,0
1360YKBLUE-4XL,0
1360YKBLUE-5XL,0
1360YKBLUE-L,0
1360YKBLUE-M,0
1360YKBLUE-S,1
1360YKBLUE-XL,0
1360YKBLUE-XXL,0
1361YKBLUE-3XL,4
1361YKBLUE-4XL,5
1361YKBLUE-5XL,10
1361YKBLUE-L,9
1361YKBLUE-M,14
1361YKBLUE-S,8
1361YKBLUE-XL,5
1361YKBLUE-XS,21
1361YKBLUE-XXL,5
1362YKBLACK-3XL,5
1362YKBLACK-4XL,3
1362YKBLACK-5XL,12
1362YKBLACK-6XL,6
1362YKBLACK-7XL,10
1362YKBLACK-8XL,4
1362YKBLACK-L,11
1362YKBLACK-M,1
1362YKBLACK-S,0
1362YKBLACK-XL,45
1362YKBLACK-XS,0
1362YKBLACK-XXL,2
1363YKBROWN-L,30
1363YKBROWN-M,47
1363YKBROWN-S,35
1363YKBROWN-XL,2
1363YKBROWN-XXL,4
1364YKBROWN-3XL,1
1364YKBROWN-4XL,0
1364YKBROWN-5XL,0
1364YKBROWN-L,13
1364YKBROWN-M,38
1364YKBROWN-S,7
1364YKBROWN-XL,5
1364YKBROWN-XS,5
1364YKBROWN-XXL,3
1365YKMAROON-L,1
1365YKMAROON-M,1
1365YKMAROON-S,0
1365YKMAROON-XL,0
1365YKMAROON-XXL,0
1366YKORANGE-3XL,0
1366YKORANGE-4XL,0
1366YKORANGE-5XL,0
1366YKORANGE-L,0
1366YKORANGE-M,0
1366YKORANGE-S,0
1366YKORANGE-XL,1
1366YKORANGE-XXL,0
1367YKBLUE-3XL,2
1367YKBLUE-4XL,2
1367YKBLUE-5XL,0
1367YKBLUE-6XL,2
1367YKBLUE-7XL,1
1367YKBLUE-8XL,3
1367YKBLUE-L,6
1367YKBLUE-M,4
1367YKBLUE-S,28
1367YKBLUE-XL,2
1367YKBLUE-XXL,0
1368YKWHITE-3XL,19
1368YKWHITE-4XL,24
1368YKWHITE-5XL,3
1368YKWHITE-6XL,4
1368YKWHITE-7XL,4
1368YKWHITE-8XL,1
1368YKWHITE-L,13
1368YKWHITE-M,79
1368YKWHITE-S,91
1368YKWHITE-XL,110
1368YKWHITE-XS,9
1368YKWHITE-XXL,45
1369YKMAROON-3XL,5
1369YKMAROON-4XL,3
1369YKMAROON-5XL,8
1369YKMAROON-6XL,7
1369YKMAROON-7XL,0
1369YKMAROON-8XL,4
1369YKMAROON-L,0
1369YKMAROON-M,4
1369YKMAROON-S,4
1369YKMAROON-XL,0
1369YKMAROON-XXL,1
136YK245OFFWHITE-XL,0
136YK245OFFWHITE-XXL,0
1370YKMAROON-3XL,1
1370YKMAROON-4XL,8
1370YKMAROON-5XL,2
1370YKMAROON-6XL,1
1370YKMAROON-7XL,3
1370YKMAROON-8XL,12
1370YKMAROON-L,7
1370YKMAROON-M,5
1370YKMAROON-S,14
1370YKMAROON-XL,1
1370YKMAROON-XS,13
1370YKMAROON-XXL,4
1371YKMULTI-3XL,0
1371YKMULTI-4XL,0
1371YKMULTI-5XL,0
1371YKMULTI-L,0
1371YKMULTI-M,2
1371YKMULTI-S,0
1371YKMULTI-XL,1
1371YKMULTI-XXL,0
1372YKBLACK-3XL,0
1372YKBLACK-4XL,0
1372YKBLACK-5XL,1
1372YKBLACK-L,0
1372YKBLACK-M,2
1372YKBLACK-S,3
1372YKBLACK-XL,0
1372YKBLACK-XS,4
1372YKBLACK-XXL,2
1373YKPINK-3XL,222
1373YKPINK-4XL,154
1373YKPINK-5XL,197
1373YKPINK-6XL,77
1373YKPINK-7XL,36
1373YKPINK-8XL,31
1373YKPINK-L,195
1373YKPINK-M,187
1373YKPINK-S,125
1373YKPINK-XL,312
1373YKPINK-XS,141
1373YKPINK-XXL,285
1374YKMULTI-3XL,0
1374YKMULTI-4XL,0
1374YKMULTI-5XL,0
1374YKMULTI-L,1
1374YKMULTI-M,4
1374YKMULTI-S,3
1374YKMULTI-XL,0
1374YKMULTI-XS,2
1374YKMULTI-XXL,0
1375YKMUSTARD-3XL,42
1375YKMUSTARD-4XL,39
1375YKMUSTARD-5XL,39
1375YKMUSTARD-L,96
1375YKMUSTARD-M,107
1375YKMUSTARD-S,90
1375YKMUSTARD-XL,134
1375YKMUSTARD-XS,49
1375YKMUSTARD-XXL,60
1376YKMULTI-3XL,0
1376YKMULTI-4XL,0
1376YKMULTI-5XL,0
1376YKMULTI-6XL,4
1376YKMULTI-7XL,13
1376YKMULTI-8XL,4
1376YKMULTI-L,1
1376YKMULTI-M,9
1376YKMULTI-S,8
1376YKMULTI-XL,0
1376YKMULTI-XXL,3
1377YKMAROON-3XL,1
1377YKMAROON-4XL,41
1377YKMAROON-5XL,0
1377YKMAROON-L,2
1377YKMAROON-M,19
1377YKMAROON-S,9
1377YKMAROON-XL,10
1377YKMAROON-XS,0
1377YKMAROON-XXL,11
1378YKMULTI-3XL,49
1378YKMULTI3XLMULTI,0
1378YKMULTI-4XL,30
1378YKMULTI4XLMULTI,0
1378YKMULTI-5XL,28
1378YKMULTI5XLMULTI,0
1378YKMULTI-6XL,104
1378YKMULTI-7XL,26
1378YKMULTI-8XL,116
1378YKMULTI-L,48
1378YKMULTI-M,64
1378YKMULTI-S,67
1378YKMULTI-XL,77
1378YKMULTI-XS,17
1378YKMULTI-XXL,53
1378YKMULTIXXLMULTI,0
1379YKGREEN-3XL,27
1379YKGREEN-4XL,10
1379YKGREEN-5XL,6
1379YKGREEN-6XL,5
1379YKGREEN-7XL,3
1379YKGREEN-8XL,5
1379YKGREEN-L,10
1379YKGREEN-M,12
1379YKGREEN-S,4
1379YKGREEN-XL,25
1379YKGREEN-XS,13
1379YKGREEN-XXL,9
137YK250BEIGE-M,0
1381YKBLACK-L,0
1381YKBLACK-M,0
1381YKBLACK-S,1
1381YKBLACK-XL,0
1381YKBLACK-XXL,0
1382YKYELLOW-3XL,0
1382YKYELLOW-4XL,0
1382YKYELLOW-5XL,0
1382YKYELLOW-L,0
1382YKYELLOW-M,2
1382YKYELLOW-S,2
1382YKYELLOW-XL,0
1382YKYELLOW-XS,1
1382YKYELLOW-XXL,0
1383YKBLUE-3XL,0
1383YKBLUE-4XL,0
1383YKBLUE-5XL,0
1383YKBLUE-L,2
1383YKBLUE-M,1
1383YKBLUE-S,13
1383YKBLUE-XL,1
1383YKBLUE-XXL,2
1384YKBLACK-3XL,0
1384YKBLACK-4XL,0
1384YKBLACK-5XL,0
1384YKBLACK-L,3
1384YKBLACK-M,3
1384YKBLACK-S,12
1384YKBLACK-XL,1
1384YKBLACK-XXL,0
1385YKMULTI-3XL,1
1385YKMULTI-4XL,0
1385YKMULTI-5XL,0
1385YKMULTI-L,4
1385YKMULTI-M,10
1385YKMULTI-S,33
1385YKMULTI-XL,10
1385YKMULTI-XXL,1
1386YKYELLOW-L,1
1386YKYELLOW-M,2
1386YKYELLOW-S,1
1386YKYELLOW-XL,1
1386YKYELLOW-XXL,0
1387YKMULTI-3XL,0
1387YKMULTI-4XL,0
1387YKMULTI-5XL,0
1387YKMULTI-L,10
1387YKMULTI-M,57
1387YKMULTI-S,74
1387YKMULTI-XL,2
1387YKMULTI-XS,7
1387YKMULTI-XXL,0
1388YKMAROON-3XL,181
1388YKMAROON-4XL,185
1388YKMAROON-5XL,268
1388YKMAROON-6XL,65
1388YKMAROON-7XL,61
1388YKMAROON-8XL,58
1388YKMAROON-L,80
1388YKMAROON-M,19
1388YKMAROON-S,23
1388YKMAROON-XL,51
1388YKMAROON-XS,53
1388YKMAROON-XXL,81
1389YKBROWN-3XL,123
1389YKBROWN-4XL,111
1389YKBROWN-5XL,116
1389YKBROWN-6XL,9
1389YKBROWN-7XL,44
1389YKBROWN-8XL,47
1389YKBROWN-L,131
1389YKBROWN-M,97
1389YKBROWN-S,101
1389YKBROWN-XL,155
1389YKBROWN-XS,23
1389YKBROWN-XXL,162
138YK254MUSTARD-L,0
138YK254MUSTARD-M,1
138YK254MUSTARD-S,1
1390YKYELLOW-3XL,0
1390YKYELLOW-4XL,0
1390YKYELLOW-5XL,0
1390YKYELLOW-L,29
1390YKYELLOW-M,26
1390YKYELLOW-S,12
1390YKYELLOW-XL,28
1390YKYELLOW-XXL,24
1391YKBLUE-3XL,96
1391YKBLUE-4XL,106
1391YKBLUE-5XL,96
1391YKBLUE-6XL,53
1391YKBLUE-7XL,32
1391YKBLUE-8XL,46
1391YKBLUE-L,26
1391YKBLUE-M,32
1391YKBLUE-S,22
1391YKBLUE-XL,129
1391YKBLUE-XS,18
1391YKBLUE-XXL,94
1393YKBLUE-3XL,0
1393YKBLUE-4XL,0
1393YKBLUE-5XL,0
1393YKBLUE-L,1
1393YKBLUE-M,0
1393YKBLUE-S,0
1393YKBLUE-XL,0
1393YKBLUE-XXL,0
1394YKGREEN-3XL,0
1394YKGREEN-L,0
1394YKGREEN-M,0
1394YKGREEN-S,0
1394YKGREEN-XL,0
1394YKGREEN-XXL,1
1395YKBLUE-3XL,1
1395YKBLUE-4XL,4
1395YKBLUE-5XL,3
1395YKBLUE-6XL,5
1395YKBLUE-7XL,0
1395YKBLUE-8XL,2
1395YKBLUE-L,2
1395YKBLUE-M,2
1395YKBLUE-S,9
1395YKBLUE-XL,9
1395YKBLUE-XS,7
1395YKBLUE-XXL,13
1396YKGREY-3XL,0
1396YKGREY-4XL,0
1396YKGREY-5XL,0
1396YKGREY-L,0
1396YKGREY-M,0
1396YKGREY-S,0
1396YKGREY-XL,0
1396YKGREY-XXL,0
1397YKBLUE-3XL,0
1397YKBLUE-4XL,0
1397YKBLUE-5XL,0
1397YKBLUE-L,0
1397YKBLUE-M,0
1397YKBLUE-S,0
1397YKBLUE-XL,0
1397YKBLUE-XXL,0
1398YKGREY-3XL,4
1398YKGREY-4XL,0
1398YKGREY-5XL,0
1398YKGREY-6XL,0
1398YKGREY-7XL,0
1398YKGREY-8XL,0
1398YKGREY-L,2
1398YKGREY-M,18
1398YKGREY-S,22
1398YKGREY-XL,1
1398YKGREY-XS,8
1398YKGREY-XXL,0
1399YKBLUE-3XL,7
1399YKBLUE-4XL,5
1399YKBLUE-5XL,3
1399YKBLUE-L,40
1399YKBLUE-M,22
1399YKBLUE-S,46
1399YKBLUE-XL,39
1399YKBLUE-XS,39
1399YKBLUE-XXL,17
139YK256BLUE-S,0
1400YKMULTI-3XL,0
1400YKMULTI-4XL,0
1400YKMULTI-5XL,0
1400YKMULTI-L,18
1400YKMULTI-M,38
1400YKMULTI-S,19
1400YKMULTI-XL,1
1400YKMULTI-XS,5
1400YKMULTI-XXL,0
1401YKMAROON-3XL,1
1401YKMAROON-4XL,0
1401YKMAROON-5XL,0
1401YKMAROON-L,0
1401YKMAROON-M,0
1401YKMAROON-S,0
1401YKMAROON-XL,0
1401YKMAROON-XS,0
1401YKMAROON-XXL,1
1402YKGREY-3XL,0
1402YKGREY-4XL,0
1402YKGREY-5XL,0
1402YKGREY-XXL,6
1403YKGREY-3XL,0
1403YKGREY-4XL,0
1403YKGREY-5XL,0
1403YKGREY-L,0
1403YKGREY-M,0
1403YKGREY-S,1
1403YKGREY-XL,7
1403YKGREY-XXL,2
1404YKMAROON-3XL,0
1404YKMAROON-4XL,0
1404YKMAROON-5XL,0
1404YKMAROON-L,0
1404YKMAROON-M,0
1404YKMAROON-S,0
1404YKMAROON-XL,0
1404YKMAROON-XXL,0
1405YKMAROON-3XL,0
1405YKMAROON-4XL,0
1405YKMAROON-5XL,0
1405YKMAROON-L,0
1405YKMAROON-M,0
1405YKMAROON-S,0
1405YKMAROON-XL,0
1405YKMAROON-XS,0
1405YKMAROON-XXL,0
1406YKMAROON-3XL,2
1406YKMAROON-4XL,0
1406YKMAROON-L,0
1406YKMAROON-M,0
1406YKMAROON-S,0
1406YKMAROON-XL,0
1406YKMAROON-XXL,2
1407YKMULTI-3XL,32
1407YKMULTI-4XL,23
1407YKMULTI-5XL,19
1407YKMULTI-6XL,46
1407YKMULTI-7XL,48
1407YKMULTI-8XL,59
1407YKMULTI-XXL,38
1408YKBLUE-3XL,0
1408YKBLUE-4XL,0
1408YKBLUE-5XL,0
1408YKBLUE-XXL,0
1409YKBROWN-3XL,0
1409YKBROWN-4XL,0
1409YKBROWN-5XL,0
1409YKBROWN-L,0
1409YKBROWN-M,0
1409YKBROWN-S,0
1409YKBROWN-XL,0
1409YKBROWN-XXL,0
140YK253MAROON-L,0
140YK253MAROON-M,0
140YK253MAROON-S,0
1410YKBLACK-3XL,0
1410YKBLACK-4XL,0
1410YKBLACK-5XL,0
1410YKBLACK-L,0
1410YKBLACK-M,6
1410YKBLACK-S,21
1410YKBLACK-XL,0
1410YKBLACK-XXL,0
1412YKMULTI-3XL,25
1412YKMULTI-4XL,9
1412YKMULTI-5XL,8
1412YKMULTI-6XL,3
1412YKMULTI-7XL,4
1412YKMULTI-8XL,18
1412YKMULTI-L,38
1412YKMULTI-M,19
1412YKMULTI-S,7
1412YKMULTI-XL,27
1412YKMULTI-XXL,13
1413YKBROWN-3XL,0
1413YKBROWN-4XL,0
1413YKBROWN-5XL,0
1413YKBROWN-L,0
1413YKBROWN-M,0
1413YKBROWN-S,0
1413YKBROWN-XL,8
1413YKBROWN-XS,0
1413YKBROWN-XXL,2
1414YKGREY-3XL,14
1414YKGREY-4XL,39
1414YKGREY-5XL,11
1414YKGREY-6XL,13
1414YKGREY-7XL,11
1414YKGREY-8XL,13
1414YKGREY-XXL,10
1415YKBALCK-6XL,2
1415YKBALCK-7XL,9
1415YKBALCK-8XL,7
1415YKBLACK-3XL,0
1415YKBLACK-4XL,1
1415YKBLACK-5XL,0
1415YKBLACK-6XL,0
1415YKBLACK-7XL,16
1415YKBLACK-8XL,1
1415YKBLACK-XXL,10
1416YKBLACK-3XL,0
1417YKBLACK-3XL,189
1417YKBLACK-4XL,120
1417YKBLACK-5XL,120
1417YKBLACK-6XL,68
1417YKBLACK-7XL,73
1417YKBLACK-8XL,44
1417YKBLACK-L,66
1417YKBLACK-M,72
1417YKBLACK-S,51
1417YKBLACK-XL,176
1417YKBLACK-XS,40
1417YKBLACK-XXL,110
1418YKRED-3XL,7
1418YKRED-4XL,6
1418YKRED-5XL,0
1418YKRED-XXL,12
1419YKBLACK-3XL,0
1419YKBLACK-4XL,0
1419YKBLACK-5XL,0
1419YKBLACK-XXL,0
141YK251PINK-3XL,4
141YK251PINK-4XL,20
141YK251PINK-5XL,5
141YK251PINK-6XL,9
141YK251PINK-7XL,14
141YK251PINK-8XL,6
141YK251PINK-L,43
141YK251PINK-M,32
141YK251PINK-S,0
141YK251PINK-XL,40
141YK251PINK-XS,2
141YK251PINK-XXL,34
1420YKPINK-3XL,8
1420YKPINK-4XL,3
1420YKPINK-5XL,0
1420YKPINK-XXL,4
1421YKPINK-3XL,51
1421YKPINK-4XL,40
1421YKPINK-5XL,3
1421YKPINK-L,32
1421YKPINK-M,57
1421YKPINK-S,52
1421YKPINK-XL,30
1421YKPINK-XS,9
1421YKPINK-XXL,54
1422YKOFFWHITE-L,0
1422YKOFFWHITE-M,0
1422YKOFFWHITE-S,0
1422YKOFFWHITE-XL,0
1423YKMAROON-3XL,0
1423YKMAROON-4XL,0
1423YKMAROON-5XL,0
1423YKMAROON-L,8
1423YKMAROON-M,6
1423YKMAROON-S,25
1423YKMAROON-XL,1
1423YKMAROON-XXL,0
1424YKPINK-3XL,0
1424YKPINK-4XL,0
1424YKPINK-5XL,0
1424YKPINK-L,0
1424YKPINK-M,0
1424YKPINK-S,0
1424YKPINK-XL,0
1424YKPINK-XXL,0
1427YKPEACH-3XL,0
1427YKPEACH-4XL,0
1427YKPEACH-5XL,0
1427YKPEACH-L,0
1427YKPEACH-M,0
1427YKPEACH-S,0
1427YKPEACH-XL,0
1427YKPEACH-XXL,0
1428YKGREEN-3XL,1
1428YKGREEN-4XL,6
1428YKGREEN-5XL,1
1428YKGREEN-L,0
1428YKGREEN-M,0
1428YKGREEN-S,0
1428YKGREEN-XL,0
1428YKGREEN-XXL,13
1429YKBLACK-3XL,6
1429YKBLACK-4XL,0
1429YKBLACK-5XL,0
1429YKBLACK-XXL,18
142YK258BROWN-L,0
142YK258BROWN-M,0
142YK258BROWN-S,0
142YK258BROWN-XL,0
142YK258BROWN-XXL,0
1430YKGREEN-3XL,0
1430YKGREEN-4XL,0
1430YKGREEN-5XL,0
1430YKGREEN-L,8
1430YKGREEN-M,12
1430YKGREEN-S,30
1430YKGREEN-XL,0
1430YKGREEN-XS,5
1430YKGREEN-XXL,0
1431YKGREEN-3XL,0
1431YKGREEN-4XL,0
1431YKGREEN-5XL,0
1431YKGREEN-L,21
1431YKGREEN-M,22
1431YKGREEN-S,5
1431YKGREEN-XL,8
1431YKGREEN-XS,2
1431YKGREEN-XXL,0
1432YKPINK-3XL,0
1432YKPINK-4XL,0
1432YKPINK-5XL,0
1432YKPINK-L,0
1432YKPINK-M,0
1432YKPINK-S,0
1432YKPINK-XL,0
1432YKPINK-XXL,0
1433YKYELLOW-3XL,0
1433YKYELLOW-4XL,0
1433YKYELLOW-5XL,0
1433YKYELLOW-L,0
1433YKYELLOW-M,0
1433YKYELLOW-S,0
1433YKYELLOW-XL,0
1433YKYELLOW-XXL,0
1434YKRED-3XL,0
1434YKRED-4XL,0
1434YKRED-5XL,0
1434YKRED-L,2
1434YKRED-M,3
1434YKRED-S,4
1434YKRED-XL,3
1434YKRED-XXL,0
1436YKPEACH-3XL,0
1436YKPEACH-4XL,0
1436YKPEACH-5XL,0
1436YKPEACH-L,0
1436YKPEACH-M,0
1436YKPEACH-S,0
1436YKPEACH-XL,0
1436YKPEACH-XXL,0
1437YKWHITE-3XL,3
1437YKWHITE-4XL,0
1437YKWHITE-5XL,0
1437YKWHITE-6XL,1
1437YKWHITE-7XL,0
1437YKWHITE-8XL,0
1437YKWHITE-L,0
1437YKWHITE-M,3
1437YKWHITE-S,9
1437YKWHITE-XL,3
1437YKWHITE-XS,1
1437YKWHITE-XXL,0
1439YKBLUE-3XL,0
1439YKBLUE-4XL,2
1439YKBLUE-5XL,3
1439YKBLUE-6XL,2
1439YKBLUE-7XL,1
1439YKBLUE-8XL,2
1439YKBLUE-L,1
1439YKBLUE-M,2
1439YKBLUE-S,4
1439YKBLUE-XL,1
1439YKBLUE-XS,7
1439YKBLUE-XXL,1
1441YKBLUE-3XL,2
1441YKBLUE-4XL,2
1441YKBLUE-5XL,0
1441YKBLUE-6XL,1
1441YKBLUE-7XL,1
1441YKBLUE-8XL,1
1441YKBLUE-L,5
1441YKBLUE-M,6
1441YKBLUE-S,12
1441YKBLUE-XL,7
1441YKBLUE-XS,2
1441YKBLUE-XXL,10
1443YKTEAL-L,8
1443YKTEAL-M,4
1443YKTEAL-S,19
1443YKTEAL-XL,2
1443YKTEAL-XS,3
1443YKTEAL-XXL,0
1444YKWHITE-3XL,2
1444YKWHITE-4XL,11
1444YKWHITE-5XL,0
1444YKWHITE-L,11
1444YKWHITE-M,26
1444YKWHITE-S,3
1444YKWHITE-XL,3
1444YKWHITE-XS,2
1444YKWHITE-XXL,0
1445YKBLACK-4XL,0
1445YKBLACK-L,0
1445YKBLACK-M,3
1445YKBLACK-S,7
1445YKBLACK-XL,1
1445YKBLACK-XS,19
1446YKPINK-L,24
1446YKPINK-M,51
1446YKPINK-S,14
1446YKPINK-XL,30
1446YKPINK-XS,5
1446YKPINK-XXL,9
1447YKBLACK-XXL,0
1447YKBLUE-5XL,0
1447YKBLUE-XL,0
1447YKBLUE-XXL,0
1448YKMUSTARD-M,0
1448YKMUSTARD-XXL,0
1449YKGREY-3XL,0
1449YKGREY-4XL,0
1449YKGREY-5XL,0
1449YKGREY-L,5
1449YKGREY-M,4
1449YKGREY-S,3
1449YKGREY-XL,2
1449YKGREY-XXL,11
144YK270MUSTARD-3XL,0
144YK270MUSTARD-4XL,0
144YK270MUSTARD-5XL,0
144YK270MUSTARD-L,0
144YK270MUSTARD-M,0
144YK270MUSTARD-S,0
144YK270MUSTARD-XL,0
144YK270MUSTARD-XS,0
144YK270MUSTARD-XXL,0
1450YKPINK-3XL,0
1450YKPINK-4XL,0
1450YKPINK-5XL,0
1450YKPINK-L,0
1450YKPINK-M,0
1450YKPINK-S,0
1450YKPINK-XL,0
1450YKPINK-XXL,1
1451YKSKYBLUE-3XL,0
1451YKSKYBLUE-4XL,0
1451YKSKYBLUE-5XL,0
1451YKSKYBLUE-L,0
1451YKSKYBLUE-M,2
1451YKSKYBLUE-S,0
1451YKSKYBLUE-XL,0
1451YKSKYBLUE-XS,1
1451YKSKYBLUE-XXL,0
1452YKPURPLE-3XL,0
1452YKPURPLE-4XL,0
1452YKPURPLE-5XL,0
1452YKPURPLE-L,0
1452YKPURPLE-M,0
1452YKPURPLE-S,0
1452YKPURPLE-XL,0
1452YKPURPLE-XXL,0
1453YKBLACK-L,10
1453YKBLACK-M,17
1453YKBLACK-S,6
1453YKBLACK-XL,4
1453YKBLACK-XS,8
1454YKPINK-L,8
1454YKPINK-M,9
1454YKPINK-S,4
1454YKPINK-XL,4
1454YKPINK-XS,8
1454YKPINK-XXL,1
1455YKBLUE-5XL,0
1455YKBLUE-L,27
1455YKBLUE-M,39
1455YKBLUE-S,14
1455YKBLUE-XL,3
1455YKBLUE-XXL,0
1456YKBLACK-3XL,0
1456YKBLACK-4XL,0
1456YKBLACK-5XL,0
1456YKBLACK-6XL,0
1456YKBLACK-7XL,0
1456YKBLACK-8XL,0
1456YKBLACK-L,0
1456YKBLACK-M,0
1456YKBLACK-S,4
1456YKBLACK-XL,0
1456YKBLACK-XXL,0
1457YKPINK-3XL,9
1457YKPINK-4XL,1
1457YKPINK-5XL,0
1457YKPINK-L,0
1457YKPINK-M,5
1457YKPINK-S,8
1457YKPINK-XL,1
1457YKPINK-XS,38
1457YKPINK-XXL,1
1458YKPINK-3XL,0
1458YKPINK-4XL,0
1458YKPINK-5XL,0
1458YKPINK-L,7
1458YKPINK-M,21
1458YKPINK-S,16
1458YKPINK-XL,5
1458YKPINK-XS,0
1458YKPINK-XXL,2
145YK268BLACK-S,0
1461YKGREEN-3XL,41
1461YKGREEN-4XL,53
1461YKGREEN-5XL,33
1461YKGREEN-L,24
1461YKGREEN-M,15
1461YKGREEN-S,25
1461YKGREEN-XL,22
1461YKGREEN-XXL,24
1462YKMULTI-3XL,14
1462YKMULTI-4XL,18
1462YKMULTI-5XL,2
1462YKMULTI-L,13
1462YKMULTI-M,20
1462YKMULTI-S,1
1462YKMULTI-XL,37
1462YKMULTI-XS,9
1462YKMULTI-XXL,34
1463YKPINK-L,0
1463YKPINK-M,0
1463YKPINK-S,2
1463YKPINK-XL,0
1463YKPINK-XS,3
1463YKPINK-XXL,0
1464YKMULTI-3XL,3
1464YKMULTI-4XL,0
1464YKMULTI-5XL,2
1464YKMULTI-6XL,1
1464YKMULTI-7XL,0
1464YKMULTI-8XL,1
1464YKMULTI-L,4
1464YKMULTI-M,6
1464YKMULTI-S,14
1464YKMULTI-XL,4
1464YKMULTI-XS,16
1464YKMULTI-XXL,13
1465YKBLUE-L,68
1465YKBLUE-M,87
1465YKBLUE-S,68
1465YKBLUE-XL,72
1465YKBLUE-XS,15
1465YKBLUE-XXL,79
1466YKYELLOW-3XL,30
1466YKYELLOW-4XL,6
1466YKYELLOW-5XL,0
1466YKYELLOW-L,17
1466YKYELLOW-M,29
1466YKYELLOW-S,8
1466YKYELLOW-XL,3
1466YKYELLOW-XS,10
1466YKYELLOW-XXL,18
1467YKGREY-3XL,9
1467YKGREY-4XL,17
1467YKGREY-5XL,2
1467YKGREY-L,0
1467YKGREY-M,1
1467YKGREY-XL,11
1467YKGREY-XXL,3
1468YKYELLOW-3XL,3
1468YKYELLOW-4XL,14
1468YKYELLOW-5XL,13
1468YKYELLOW-L,3
1468YKYELLOW-M,1
1468YKYELLOW-S,1
1468YKYELLOW-XL,4
1468YKYELLOW-XXL,3
1469YKPURPLE-L,20
1469YKPURPLE-M,93
1469YKPURPLE-S,20
1469YKPURPLE-XL,21
1469YKPURPLE-XS,8
146YK148AZKBLU-3XL,194
146YK148AZKBLU-4XL,208
146YK148AZKBLU-5XL,291
146YK148AZKBLU-6XL,44
146YK148AZKBLU-7XL,44
146YK148AZKBLU-8XL,67
146YK148AZKBLU-L,58
146YK148AZKBLU-M,48
146YK148AZKBLU-S,32
146YK148AZKBLU-XL,62
146YK148AZKBLU-XS,1
146YK148AZKBLU-XXL,258
1470YKBLUE-L,247
1470YKBLUE-M,267
1470YKBLUE-S,118
1470YKBLUE-XL,298
1470YKBLUE-XS,59
1471YKWHITE-3XL,2
1471YKWHITE-4XL,3
1471YKWHITE-5XL,2
1471YKWHITE-6XL,1
1471YKWHITE-7XL,1
1471YKWHITE-8XL,0
1471YKWHITE-L,30
1471YKWHITE-M,25
1471YKWHITE-S,22
1471YKWHITE-XL,16
1471YKWHITE-XS,8
1471YKWHITE-XXL,2
1472YKGREEN-3XL,94
1472YKGREEN-4XL,5
1472YKGREEN-5XL,16
1472YKGREEN-6XL,40
1472YKGREEN-7XL,24
1472YKGREEN-8XL,20
1472YKGREEN-L,9
1472YKGREEN-M,10
1472YKGREEN-S,39
1472YKGREEN-XL,6
1472YKGREEN-XS,7
1472YKGREEN-XXL,9
1473YKWHITE-3XL,49
1473YKWHITE-4XL,42
1473YKWHITE-5XL,34
1473YKWHITE-L,108
1473YKWHITE-M,83
1473YKWHITE-S,64
1473YKWHITE-XL,51
1473YKWHITE-XS,47
1473YKWHITE-XXL,80
1475YKBLUE-L,12
1475YKBLUE-M,24
1475YKBLUE-S,24
